"","train","1_poor","2","3","4","5","6","7_rich"
"1",50,NA,0.233524004455414,0.186787404987804,0.811073190960933,0.151869841348167,0.0434393565550152,NA
"2",60,NA,0.266945511564714,0.183850460422597,0.811921033193216,0.149228238557792,0.0563300512562696,NA
"3",70,NA,0.248735837995942,0.18018885685215,0.811371809831392,0.156345704321159,0.0473776811587855,NA
"4",80,NA,0.275227777548452,0.186042001438139,0.813484252710341,0.160303453913095,0.0689463366101518,NA
"5",90,NA,0.309505731752298,0.19472273946802,0.803727500184883,0.153482672053196,0.139309764309764,NA
