"","train","1_poor","2","3","4","5","6","7_rich"
"1",50,NA,0.0294698641616342,0.149787156848849,0.699229627147644,0.157197303239087,0.0432906083719611,NA
"2",60,NA,0.0434201967400232,0.161926557902528,0.699565024156731,0.154776896292505,0.0481159174150521,NA
"3",70,NA,0.0340850088228759,0.152112937054097,0.703167979916932,0.156225444953064,0.0511260347632696,NA
"4",80,NA,0.0511327733082776,0.148992959856008,0.6960582882672,0.14995179050432,0.0685181164153382,NA
"5",90,NA,0.091827778567665,0.16725187766151,0.699244240874612,0.147637498021885,0.085340654356585,NA
