"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0,0.0147472830223759,0.141311740020695,0.712241078804691,0.258412100919663,0.0998837356603398,0.130323287823288
"2",60,0,0.00602435932357833,0.146820639466231,0.711355484584658,0.276026538387536,0.120851877240716,0.191855089355089
"3",70,0,0.00812453133334946,0.156870623827027,0.71867845486474,0.278050303290128,0.0897530241105907,0.149360084360084
"4",80,0,0.0101147109842762,0.14143908027085,0.715133114146307,0.271464019657211,0.0851087620565253,0.0590909090909091
"5",90,0,0.0032258064516129,0.151716609035911,0.717213831552072,0.272622906741756,0.0653366075382204,0.139166666666667
