"","train","1_poor","2","3","4","5","6","7_rich"
"1",50,NA,0.035045236313739,0.138323698999668,0.692166352368597,0.143089605056054,0.0183391423537265,NA
"2",60,NA,0.0312483449737023,0.137417464280983,0.692607707459498,0.144179584470587,0.0196288014400611,NA
"3",70,NA,0.041931274384905,0.138238130916213,0.689894952860758,0.150371880379758,0.035548481888603,NA
"4",80,NA,0.0603926656533892,0.128255696464533,0.695475891474994,0.15191939683124,0.0425531914893617,NA
"5",90,NA,0.0713553113553114,0.134502130531058,0.675046619500411,0.156663936560076,NA,NA
