"","train","1_poor","2","3","4","5","6","7_rich"
"1",50,NA,0.0408106098247054,0.126550781869,0.8020477991994,0.144764791981658,0.0330940905919919,NA
"2",60,NA,0.0431158616450664,0.133700930522062,0.803393789397245,0.148867640678919,0.049043509555846,NA
"3",70,NA,0.0600676482789298,0.128236835824562,0.803244704068874,0.155977459646377,0.0525798161666167,NA
"4",80,NA,0.0655913978494624,0.14570829384594,0.805439629136683,0.156324097943582,0.0894532627865961,NA
"5",90,NA,NA,0.150661933895048,0.808009814883372,0.142471653943365,0.14017094017094,NA
