"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0.151713564213564,0.407573410408665,0.40860024492779,0.777776749449771,0.313069886266267,0.167621748026993,0
"2",60,0.119166666666667,0.429556831285475,0.413595646388352,0.777453117288903,0.309682335682543,0.180228469152706,0
"3",70,0.293571428571429,0.38281146529227,0.399464147009274,0.774790865781141,0.302373317644382,0.181227585838336,0
"4",80,0.183333333333333,0.416471849150641,0.405547712510925,0.778670709690426,0.313076533161351,0.182653873883061,0
"5",90,0.141666666666667,0.392575446610344,0.40166020860116,0.775273312764124,0.302365804139943,0.204484704346666,0
