"","train","1_rich","2","3","4","5","6","7_poor"
"1",50,0,0.00253488782900548,0.145872613650917,0.689396220137607,0.138833615296703,0.0240248876852767,0
"2",60,0,0.00298382126348228,0.144410637545034,0.690466719760328,0.136210365624739,0.0276110820787676,0
"3",70,0,0.00136986301369863,0.145541795079445,0.700163058435765,0.139618460767481,0.0216753242799717,0
"4",80,0,0.00208333333333333,0.154974176190598,0.693872069548095,0.13788098111727,0.0178691882829814,0
"5",90,0,0,0.148183391935418,0.699908607561675,0.13814107289063,0.0242458992912713,0
