SEZ2011,closeness,betweenness
151460005919,2.8679127726612286e-9,666787.0847075634
151460000709,3.2179584781152845e-9,765066.2795955392
151460000797,2.968590453426165e-9,1655314.6207314306
151460001213,2.746243717768735e-9,392200.3010454997
151460005454,2.6830986169636206e-9,1069547.6480395996
151460001127,2.698957448990746e-9,484397.7270956242
151460001139,2.611792929713763e-9,519171.0842590261
151460000780,2.16223041044804e-9,355930.97001024196
151460005873,2.795731199370947e-9,523310.6817620622
151460005430,3.054487778060731e-9,628371.3799500413
151460004136,2.8275794032769278e-9,1336293.4125048378
151460003770,3.2828631312636247e-9,2293568.9445623267
151460005436,3.0371359844228892e-9,1132531.5209653475
151460001250,2.2248826650042472e-9,182375.2638932053
151460000778,3.0202352904893855e-9,706754.2172961195
151460000981,2.9641768688132575e-9,1330059.2003288365
151460005925,2.9703613546312053e-9,528750.7371683132
151460000732,3.252383471128069e-9,1759937.198857753
151460005922,2.9171780599129385e-9,792521.9593712065
151460001075,2.8193694408163507e-9,720414.7666731991
151460000779,2.99804999022165e-9,447008.2050896788
151460005905,2.911321328369277e-9,547581.056704509
151460005979,2.729260273467877e-9,515562.39165514713
151460001072,2.719404437442588e-9,558250.1273348605
151460001052,2.943483865002289e-9,1427102.5941745043
151460000852,3.051957706641115e-9,1014038.5453544286
151460000949,2.5808264929824666e-9,791205.4124145326
151460005876,2.836046687473138e-9,758526.5253798668
151460005887,2.7831331446135544e-9,617422.9474095023
151460001222,2.712445797571763e-9,462246.29908196337
151460006050,2.7776817421825617e-9,654310.7040910136
151460001142,2.6366216646393242e-9,543538.2981403541
151460001137,2.3460291617015254e-9,369516.2358548426
151460000824,3.1079114310849858e-9,1062618.918188217
151460005393,3.125369022142173e-9,1656921.2614421255
151460001248,2.797691548899037e-9,274097.29701003333
151460001169,2.763071066534988e-9,679439.9661474533
151460001074,2.850257092249619e-9,635526.7864862905
151460001198,2.7983019375513275e-9,514388.05288774654
151460000730,3.2230715148449602e-9,1545121.3028162373
151460001822,2.6518860110011857e-9,1202131.8469440977
151460000966,3.0238522858782977e-9,1921896.0919598797
151460005841,2.684794143991228e-9,742767.909985348
151460005917,2.824785439240176e-9,606967.4074858895
151460000808,2.715535244178842e-9,1061657.7996977689
151460005935,3.0395491806603283e-9,846456.4561204223
151460005881,2.8082766643329178e-9,691650.7947193945
151460000937,2.7005272775883763e-9,844534.3782062023
151460001217,2.6949682463805522e-9,500820.8379736367
151460005924,3.031216129551791e-9,354903.0027824291
151460001215,2.7519834910056567e-9,299874.93162613956
151460005934,3.0493757229105574e-9,710981.5539034628
151460003997,2.9865593822714783e-9,2254464.871343304
151460004395,2.578194920087442e-9,632517.7290941258
151460004723,2.9079321764550568e-9,1004937.4481010425
151460004031,2.9860942897425965e-9,1349627.0225456646
151460004747,3.035062034834854e-9,1009086.110808744
151460004335,2.6522234321225346e-9,1769366.7913608283
151460004098,3.1065719385332974e-9,1404296.2440312356
151460003998,2.9969222746348592e-9,2479898.454221005
151460002023,3.1255384764588073e-9,1470537.9202966825
151460001812,2.718464314562224e-9,1577505.4770716568
151460001726,2.813532739293967e-9,548721.554842267
151460001419,3.1840543160398987e-9,4474462.476394504
151460000698,2.912852629807764e-9,1182679.9028114732
151460001406,3.0923475284587813e-9,1463846.081961982
151460001614,3.060390372396577e-9,888204.0498407793
151460002238,3.1421927959584616e-9,885901.9241146771
151460001346,2.7270066050132524e-9,1854701.735544078
151460001657,3.0106752889497053e-9,1034670.127409722
151460001350,2.2550855573430177e-9,1632485.5669852993
151460001701,2.9702985728892277e-9,916263.8892581399
151460001600,3.057852477103609e-9,1272572.529360433
151460000880,3.255845864943227e-9,1545034.7079291383
151460001585,2.9372905886690307e-9,1232938.6136331086
151460001575,3.037619199515404e-9,1257850.8435468492
151460000899,3.3019330038580164e-9,2038642.8492773701
151460001608,2.9068164947251286e-9,1071817.3087135688
151460002304,3.007355667020715e-9,1996405.063483399
151460002249,3.052055368787032e-9,991403.4335344319
151460000005,3.2355162907377175e-9,2666364.2539015235
151460005913,2.8864627535278257e-9,638052.0765639767
151460005442,3.0631968633340313e-9,1274011.0950294738
151460005974,2.722085454274432e-9,501170.09521679545
151460001021,3.061372709466722e-9,1568012.0027668034
151460005872,2.731252127812286e-9,326071.8154666906
151460000781,2.1960925705731353e-9,441264.02169724886
151460005878,2.822098174985473e-9,711416.4021096999
151460000805,2.8673516859477765e-9,1078702.83080386
151460001835,2.9408615926990858e-9,1548067.0381473443
151460000720,3.2673735991817856e-9,1017366.6394230283
151460001240,2.5799880062003367e-9,255251.40822346497
151460001200,2.730065307013956e-9,726244.2831582914
151460001341,2.87255976420098e-9,1888099.9769390835
151460001177,2.7306705933641266e-9,657022.1881316538
151460000959,2.3264205038314916e-9,737046.5373552116
151460002210,2.783353622883175e-9,793396.0007648652
151460001729,2.7513474068239406e-9,779928.3768522781
151460002235,3.0817968217589534e-9,1329033.593266895
151460001659,2.9456333879378767e-9,1133557.1921081708
151460001427,2.752583742989085e-9,1114700.3699910045
151460000877,2.9270873003917627e-9,1620494.248194852
151460000055,3.3532243327147573e-9,1400303.9895259491
151460001981,3.1766598757817043e-9,967345.7203381556
151460000189,2.9524859594504123e-9,3671336.3797182953
151460002298,2.6471842249617293e-9,546380.3633133981
151460001525,3.0805745459825174e-9,1237033.3718374944
151460002006,3.1611594013320425e-9,1129321.2968539754
151460000531,3.292656380756771e-9,1519633.9361162018
151460000486,3.2671618282078836e-9,1534206.490559994
151460000001,3.2817072846359202e-9,2324888.6827593315
151460001672,3.1676515113486235e-9,1891231.4813777083
151460000079,3.2949426356405385e-9,1175449.5784756818
151460004391,2.7121943109622736e-9,836726.4680022723
151460004052,2.3967099037617085e-9,524821.9356070418
151460004094,3.0400398003167247e-9,881837.5880292061
151460004739,3.0044428582786656e-9,1066050.8154910333
151460004729,3.084013503142794e-9,314234.941432493
151460004192,2.8149009222260264e-9,826445.4592527283
151460003969,3.0914811750194045e-9,2235600.0177827086
151460004055,2.874466372381189e-9,1281778.11768948
151460004483,2.6802818444456025e-9,892011.7189492988
151460004410,2.6836831476667503e-9,530672.8141803793
151460004415,2.75924670326695e-9,489887.8517754106
151460004745,3.0661373799260114e-9,964215.1297052334
151460004138,2.9267683495496573e-9,1287457.9614064689
151460004024,2.98909263666958e-9,1352189.8844108526
151460004079,3.0157800995306033e-9,1001601.9929908013
151460003979,2.59568236952481e-9,2386113.2370099677
151460004176,2.9873350441536295e-9,1542737.1823862381
151460003985,3.0646485235996086e-9,2286872.5789184878
151460004404,2.8505672397555166e-9,987374.3624127889
151460005052,2.6207227206536383e-9,438178.80474908976
151460003966,3.0674255749786917e-9,2647003.201584395
151460004035,2.378320264433308e-9,910489.0537257821
151460004105,3.093812538418912e-9,1670553.2367268028
151460004386,2.5851851461574755e-9,568227.5858296894
151460003960,2.907499563646063e-9,1150677.8581742875
151460003766,2.9808945928289697e-9,1997681.0637740644
151460004749,3.0631235826484337e-9,1315058.7966327816
151460003926,3.0520379227387023e-9,1277163.0865219487
151460004384,2.550595137338134e-9,1556997.13128645
151460004142,2.885297098212977e-9,1203542.2100570858
151460004143,3.03195632193726e-9,1248853.9245093674
151460003961,3.0611977931555596e-9,1433903.2391954833
151460004401,2.8801682979248684e-9,434834.1118742317
151460005057,2.6272873411315013e-9,419054.90793361585
151460004120,3.251179510751629e-9,1938636.128155174
151460004185,3.0218001177145895e-9,679472.1606285424
151460004751,3.0044915367337624e-9,1228288.080141769
151460004078,3.0015847560332566e-9,1320318.405181868
151460004371,2.7411479652489104e-9,2115264.661489815
151460004018,2.9017567186230946e-9,1250859.4261135259
151700000080,2.451850732638989e-9,296009.45423558296
152050000081,2.175907722974933e-9,177058.93669208686
151460005137,2.215763432356187e-9,323712.3587694213
151460003986,2.9623946934237553e-9,1851884.3647996802
151460004490,2.6861336404238236e-9,865411.8611710812
151460005038,2.0243422997159387e-9,405535.80377494066
151460004026,2.891660158329517e-9,1521083.7838068078
151460000908,3.2191977203313814e-9,1945958.1534214013
151460001544,3.2753278446305074e-9,1137231.3594190083
151460000904,3.2589970089563625e-9,1359139.3338178804
151460000058,3.0659506207774307e-9,1686940.0936972424
151460000440,3.252906810095297e-9,1337140.1168735423
151460002280,2.8282611388285555e-9,524499.6995705066
151460005334,3.125230893545738e-9,1419122.0820703388
151460001626,3.164661633828661e-9,1247519.4424768153
151460002220,3.0651082595218082e-9,977736.7200349439
151460000534,3.2658789346419696e-9,1338785.864831095
151460001528,3.114208370578874e-9,1385187.7986194114
151460002231,2.8180168819788773e-9,1279246.325671179
151460000179,3.319535210883482e-9,1411443.3579434413
151460000703,2.9863994501090383e-9,1080347.1952807896
151460000860,3.2586937445768637e-9,1904512.802526134
151460001537,3.1286337060636857e-9,1360268.3895820028
151460000917,3.2822732430930806e-9,2190649.7814689307
151460001471,3.2113719464012606e-9,1551204.9452697388
151460000929,3.0645898235314624e-9,1372068.8415891947
152500000029,2.2571520401618005e-9,415939.70173636684
151460005026,2.6096496749188257e-9,497534.8228419689
151460004937,2.8475839906844465e-9,1230581.7559742988
151460005098,2.5522430237548847e-9,313387.7283572158
151460005186,2.0419325907160137e-9,258015.31730857922
151460005229,2.781338275873975e-9,567840.7728110834
151460005032,2.650941351836255e-9,229497.44178493394
151460004934,2.729933886564524e-9,941736.5844435679
151460005107,2.536745249645376e-9,552652.0038062141
151460005181,2.3859463217468613e-9,213350.04251342796
151460005247,2.2982330571749663e-9,525576.6739782081
151460004929,2.823812446065369e-9,877560.077584987
151460005166,2.684132813440156e-9,581877.054878837
151460005233,2.4928022728880617e-9,850449.0688810465
151460005008,2.6657233280041053e-9,621651.998519711
151460005225,2.5935402456336533e-9,560776.4181907082
151460005043,2.390995388046125e-9,398068.0478929879
151460001067,2.8612733147528037e-9,945200.5500539574
151460001073,2.8266901475188973e-9,574489.3398016521
151460005889,2.782261829701932e-9,778302.9640353586
151460005460,3.0537478358876534e-9,1627149.1529757588
151460005450,3.161626907913038e-9,633739.837579176
151460001155,2.5656491538193806e-9,734900.6425300499
151460001193,2.768793717678497e-9,581421.068904142
151460000787,2.8006791884950026e-9,646446.0990956556
151460001241,2.6003112598203e-9,384789.5221350002
151460001335,2.9038088766444956e-9,1152589.1625080043
151460001249,2.6490612877750117e-9,499535.2764428988
151460000736,3.2074047208657606e-9,1490995.1471146808
151460000753,3.0715048019067087e-9,576097.0908850573
151460001203,2.6694127560078982e-9,675731.2831592467
151460000809,2.8688427141835384e-9,791889.8512527362
151460000982,2.9637363734350707e-9,1297343.692430998
151460005855,2.668160578382396e-9,426666.6084931277
151460001020,3.0187076140873324e-9,1332495.52468366
151460001329,2.7996770518167338e-9,1239816.5056205264
151460000795,2.9181958140837583e-9,1411121.8903297016
151460001157,2.911642491849568e-9,1107453.2370362503
151460000832,3.1794268286717256e-9,1391904.948210126
151460000729,3.181225437141625e-9,1524802.1357696713
151460005963,2.5018791998462406e-9,621527.3732848624
151460001208,2.761363202575876e-9,504428.9233404664
151460000909,3.2550977623017165e-9,2920436.7986571426
151460001407,3.131852916594751e-9,1816404.627068352
151460001706,2.931307219120094e-9,722314.420848764
151460001977,3.1811012862029034e-9,885407.8275619549
151460000443,3.2702582300954484e-9,1721412.3019242766
151460000475,3.276893025277141e-9,1965519.1649800322
151460002267,2.7176180720725774e-9,933710.507742214
151460001501,2.93079405840733e-9,1474142.0068876313
151460000862,3.2285793176649517e-9,1449193.6099236002
151460001613,3.0049828200235766e-9,1084716.341086294
151460005341,3.0591507478382805e-9,1333116.096250674
151460001756,2.6042443509615026e-9,685253.746965871
151460000927,2.788313137002361e-9,1526735.559004015
151460002216,2.9739505468576135e-9,1469772.386822465
150090000023,1.7079142782025584e-9,241424.59186658185
150090000103,1.6129829115687858e-9,189521.1878288361
152500000035,2.1003766242469293e-9,319407.36502382706
151460002004,3.129398978040699e-9,1158118.0489887425
152500000023,1.773714369201922e-9,277500.8809815198
151460000387,3.3198994695126335e-9,1741457.0996761154
151460000617,3.25478185463333e-9,1794486.182973729
151460000704,2.4055412867652028e-9,970095.9383526929
151460001797,2.0685703958223844e-9,665766.4202407259
151460001666,3.2744563442427054e-9,2681740.655261603
151460001983,3.059029333856129e-9,989743.7771955892
151460001516,3.0332329326246713e-9,1358785.8736894105
151460001720,2.7470536007990857e-9,762173.7977765412
151460000187,3.253167547407898e-9,2051962.7679208308
151460001549,2.913476022161195e-9,1754606.4365920308
151460000075,3.1701130120999244e-9,1759439.693966095
151460005337,3.12769281820058e-9,1465561.6370927563
151460002257,2.9172268105864855e-09,1217268.8402856884
151460001705,2.9679226501536544e-9,745277.4441248936
151460000265,3.274954061741607e-9,2022946.0827670281
151460000444,3.2471050024975457e-9,1494621.2025690991
151460001467,3.210256392565036e-9,1619954.5823322926
151460000184,3.4135450953886585e-9,1644174.928078878
151460001563,2.9474741332568565e-9,1676623.3613126567
151460005465,3.0128657367498144e-9,852571.8296819634
151460002275,2.4483366606054253e-9,888258.5031900118
151460001480,3.2528018191494842e-9,1692710.4404514926
151460002214,3.1599780076896946e-9,2273916.4263340603
151460001441,3.184572886552368e-9,962839.9299413757
151460001597,3.001617558744069e-9,1168351.490520184
151460001683,2.9126881855433264e-9,987793.3483630856
151460001459,3.2842426010706722e-9,995001.0647276781
151460000190,3.200582653177082e-9,1906019.1997059295
151460001728,2.7468676891386005e-9,1034982.6131803412
151460001779,2.936604646124297e-9,956382.8066108173
151460001542,3.1141365954195096e-9,1043806.349109076
151460002251,3.0454070808085653e-9,967398.1720559872
151460001975,3.200269116351667e-9,827265.3399099435
151460000874,2.6897365333278327e-9,1174312.1895869444
151460001513,3.1132949744254578e-9,1375227.5949473428
151460000546,3.1784454797879494e-9,1142830.8493986945
151460000175,3.2355548001390573e-9,1808863.253660226
151460000998,2.945782998921649e-9,1545736.7646331252
151460001805,2.857817387987949e-9,1039114.3392051138
151460000980,3.137979324538923e-9,1047941.8470556164
151460001814,2.8452709469785403e-9,1423198.1666580697
151460002021,3.159651465255727e-9,1250647.444959807
151460001573,2.8983422604698496e-9,1257013.4847579582
151460005862,2.7515087359489395e-9,513850.4786261514
151460000956,1.587764729210381e-9,155711.52056151844
151460000761,3.054034593334547e-9,1207701.0864041792
151460005890,2.7923722132414475e-9,725428.883936075
151460005965,2.8345572592931353e-9,436893.5039500168
151460001214,2.7806858371414982e-9,281443.28235392604
151460005449,3.0069097204669644e-09,1174363.82181668
151460001077,2.6674377586478153e-9,663270.8539802243
151460006009,2.5550826803432735e-9,358460.3258829915
151460000816,3.0135456793599855e-9,663369.6389531532
151460000791,2.9309456137936734e-9,1236292.3170632054
151460000977,3.0459717540529382e-9,1422142.1368964524
151460000973,3.0429109477399425e-9,1406901.2050609577
152500000062,2.20171641872128e-9,362026.44896478654
151460001178,2.600673489497792e-9,285908.16935006296
151460001225,2.6029706077548765e-9,369715.87769393116
151460005856,2.6559511761183797e-9,489329.69365059596
151460005960,2.236842631042003e-9,639873.8712369973
151460001045,2.810216330235982e-9,1068110.0573368305
151460005988,2.6886033627479495e-9,392380.93741302646
151460000823,2.935598178018389e-9,823521.5860298054
151460000846,2.8398791163989918e-9,1262001.0093514482
151460001154,2.7422867238983264e-9,765890.6104491702
151460001064,2.7728520915873253e-9,866919.9771769937
151460005920,2.9340305966327957e-9,641072.3969471937
151460001156,2.5693849683104113e-9,543559.4683255567
151460000970,3.050846152552616e-9,1486621.7887483547
151460000806,2.636002683606904e-9,843602.8196078838
151460005986,2.6728959146355697e-9,407348.2559386472
151460001229,2.551319208479814e-9,227441.58193852604
151460000951,2.5069030167277416e-9,702424.1210381058
151460005366,3.1083530103580248e-9,1710902.7202011074
151460000677,3.23597469213843e-9,1316355.5308255348
151460004500,3.275428651693656e-9,1138020.245363587
151460000451,2.9510628045430484e-9,1896502.9411870306
151460004701,3.202275618067025e-9,1369746.8633125378
151460003901,3.2302839049072268e-9,1470639.1350719868
151460003856,3.201083456541246e-9,1321211.4709368336
151460004145,3.052377522041359e-9,1309567.4505029018
151460005368,3.0859125940700755e-9,1708279.16173655
151460004659,3.1083827769189143e-9,1846928.287245987
151460000130,3.222079954877739e-9,3133512.830848151
151460004614,3.2217848897607766e-9,903483.0640802362
151460003788,3.3166272609833926e-9,1955008.1416004547
151460003800,3.163823779999878e-9,1746277.080198819
151460000388,3.29177667496484e-9,3191899.228437555
151460004546,3.2619284993144605e-9,1867684.9288864865
151460000395,3.3108231585211925e-9,2247524.3715306483
151460000284,3.2946823286767748e-9,2544695.0749411387
151460000283,3.324061099997613e-9,3688708.3415718107
151460000066,3.3631303319360863e-9,1507680.1147732513
151460001780,3.000767014526362e-9,790406.0135805414
151460001703,2.997236808170118e-9,802924.5463193948
151460001692,3.0708177791007715e-9,1771822.662779239
151460001445,3.2007533873779584e-9,1018660.9842024798
151460001006,3.042713301579821e-9,1261182.5249399794
151460001647,3.226646095971193e-9,1127909.4296367676
151460001656,3.0143411994969155e-9,1101510.157256065
151460001547,2.831507914966222e-9,2253801.595319245
151460001503,2.865870102691752e-9,1389971.6897039001
151460000895,3.32744541288022e-9,1320746.6575458138
151460000002,3.304480028817855e-9,1433082.1875362934
151460000006,3.3610615582475293e-9,4286068.494621931
151460000101,3.3113944484793284e-9,1635805.5451272363
151460002025,3.2003373126823965e-9,1116834.0830762135
151460001520,3.1138855785878543e-9,1601708.1448455853
151460000086,3.291027433233637e-9,2376756.6944119795
151460001627,3.1385419428567768e-9,1339712.7795946933
151460001616,2.7967550560253563e-9,763035.6892251653
151460001412,3.200842130806237e-9,1103804.4809541458
151460001461,3.2376413868222515e-9,1278121.1021030997
151460005398,3.217764907473854e-9,1219844.6375422494
151460001470,3.1953609989404275e-9,1400962.3392359167
151460001530,3.1487504330359232e-9,1368327.5221229987
151460005392,3.1744321958551597e-9,2222197.2104876377
151460001772,2.8950206673664655e-9,811132.4741933423
151460001247,2.8075020435516965e-9,456906.7833771483
151460000768,3.0661409084543833e-9,1045642.2978056788
151460000978,3.1041682790138053e-9,1545526.4031868442
151460001147,2.6808178904043178e-9,547355.4900024441
151460000743,3.2179760353405216e-9,896583.1905692266
151460005921,2.8631154789800694e-9,681545.442910509
151460001235,2.5364931160400093e-9,263198.7236532456
151460005451,2.9459987429219685e-9,1311393.5473245187
151460005394,3.036155218858815e-9,1541312.4389056303
151460005857,2.6616577415929414e-9,507536.3627607693
151460006066,2.7465856724293766e-9,839134.6691421156
151460000936,2.703767130777035e-9,899390.1573448603
151460005958,2.7776999399528496e-9,1128475.7363651213
151460000752,3.0731574347483423e-9,1059447.561915244
151460000803,2.787129377796765e-9,946288.8051008021
151460000967,3.0565736380817727e-9,1501019.6234175577
151460005970,2.62737940723047e-9,493032.5127988515
151460001165,2.814502673446101e-9,765639.7141518701
151460000840,3.1840390929249363e-9,2099813.431099886
151460005932,2.9453091906393928e-9,918195.3688720239
151460001220,2.6749379441525284e-9,365364.7034261391
151460005949,2.8939671204949457e-9,818827.510762188
151460001076,2.820053581245964e-9,793367.7585369325
151460000773,3.076603105259058e-9,866033.5742368638
151460005401,2.958419030698784e-9,1343796.8462966536
151460001071,2.6735080928652107e-9,504511.94880531845
151460001181,2.7336627823341335e-9,524078.76311864494
151460001821,2.909235642452481e-9,1294835.1687119142
151460000979,2.994232958581203e-9,1373219.435059006
151460001187,2.7744013631504643e-9,749618.7262528378
151460000717,3.258997709156032e-9,1127761.5071572512
151460005429,3.0446857958150315e-9,813062.2139587568
151460005947,2.7794109892632105e-9,856264.7261562492
151460001232,2.5149978133724973e-9,313400.418022197
151460005412,2.9210149429421856e-9,1512263.1314335987
151460005868,2.7477574897475195e-9,525873.7193314384
151460001144,2.7624127039251633e-9,613631.0449440043
151460000972,3.030934376452874e-9,1391267.9470899173
151460000785,2.558123891322417e-9,467739.82086351543
151460005870,2.728115592644935e-9,569157.1812913724
151460001065,2.7680398810052806e-9,908599.7440523594
151460005447,2.869492680347702e-9,1143789.8348383373
151460001043,2.6748346929793763e-9,1102786.7278039204
151460005961,2.5773752764429965e-9,1033095.9665424675
151460000722,3.2795323592507385e-9,824686.0248535166
151460005971,2.646199880100591e-9,480899.6275053891
151460000983,2.8954821430562442e-9,1372508.2822845594
151460005864,2.6774945528106623e-9,660772.8486460998
151460005462,3.127830695867741e-9,2535652.1053868183
151460001140,2.6712604992549844e-9,505267.6199344901
151460005455,2.954844036532324e-9,1300703.7049598875
151460005888,2.7362639366281136e-9,733521.8250048182
151460001025,3.052764985397018e-9,1816815.0614018363
151460005443,3.064187933072666e-9,1571628.4057228798
151460004686,3.0346111478025327e-9,1310918.4298124732
151460003875,3.2953016851849757e-9,2980418.8912261976
151460004112,3.2839348880199008e-9,491404.58145037846
151460000115,3.188668686553294e-9,2384927.304009133
151460000238,3.3633607770339615e-9,2913849.506928993
151460004806,3.1604950027903714e-9,2973660.2497202535
151460000379,3.4389362419299686e-9,2109715.833549834
151460003890,3.2555634639808753e-9,1144980.693105393
151460003842,3.1884368331220492e-9,1755454.0467067629
151460003911,3.2461462670963675e-9,2321880.8828634387
151460003869,3.28072845360973e-9,3371521.9400251782
151460004153,3.1807597504668665e-9,1689323.9511824285
151460004508,3.2394290406039226e-9,1751227.9040290029
151460004687,2.9202391288213986e-9,1260041.4423869462
151460000632,3.338500920034217e-9,1628875.8499913153
151460004525,3.2823377989443238e-9,2325522.9213256114
151460004166,3.1465741015841637e-9,2300150.396577301
151460000365,3.2166114799788e-9,1591439.135612502
151460005364,3.1767693914941996e-9,1597414.5707861865
151460000235,3.3546448642789454e-9,2110522.4685992277
151460005373,3.1832283030103487e-9,2181704.956016957
151460000183,3.371022920062641e-9,2391508.276789547
151460000026,3.25993768436772e-9,1879946.7657470694
151460004633,3.1805589619527815e-9,1711131.7877215198
151460000111,3.34024021053007e-9,1505643.27905243
151460004695,3.145512483960549e-9,1542936.3996306427
151460004697,3.195177245626816e-9,1679537.187466609
151460004595,3.1511933897294567e-9,1903426.3707045938
151460004951,3.0467708281477805e-9,1220887.5903419931
151460004528,3.2472269182567492e-9,2045569.0038682795
151460000696,3.1524293047680273e-9,1372339.4895882264
151460000087,3.299376100747017e-9,4205846.392279395
151460005318,2.9637950931823932e-9,1678828.514830558
151460000642,3.248999366558674e-9,2085011.891092161
151460003881,3.206460136949184e-9,1859850.5277533664
151460000218,3.461660964972158e-9,5742240.365651172
151460000675,3.1308175747890274e-9,1600024.2791070263
151460000766,3.0277671769981273e-9,936045.8192110368
151460005962,2.608593369022163e-9,627372.3003475869
151460005458,3.0568086443206357e-9,1239120.5299320605
151460005861,2.587453385316871e-9,449659.00645186147
151460005967,2.64434600978106e-9,511931.9956363209
151460005886,2.770810440670807e-9,635333.8387964405
151460005444,3.1510413330575567e-9,2058536.413907709
151460000799,2.9073855012675737e-9,1265074.8719932444
151460000741,3.151513892451692e-9,1285671.8058138096
151460004054,2.8806506479326752e-9,946770.6948861873
151460004025,2.5369848695896374e-9,1033870.9343784942
151460004015,2.9355129067322927e-9,1131170.2148677905
151460004939,2.80279853558462e-9,795112.5204174262
151460004983,2.4817161159418557e-9,603623.8002292201
151460003589,2.943120765590514e-9,1428153.9836387571
151460004074,2.78121265770691e-9,1385437.861490802
151460003929,3.167038095794021e-9,1213446.6275890486
151460004338,2.5476842559480367e-9,1401385.0684751496
151460004377,2.4204947382601135e-9,1223320.7481893566
151460004140,3.0390254122265167e-9,1126356.0517672373
151460004040,2.6980553116586974e-9,705022.9606190105
151820000256,1.931012395189605e-9,328719.65387362504
151460005800,2.540321563367059e-9,377055.6872215062
151460004671,3.1367207967687978e-9,1681162.7670171
151460005139,2.41705625468438e-9,463303.41642341856
151460005199,2.2239521566470313e-9,276842.01760035753
151460005179,2.4785962070718997e-9,244031.905846002
151460005307,2.6471792011672343e-9,673372.4457947477
151460005167,2.6646074166349338e-9,564054.2151351979
151460005123,2.36509899917997e-9,504640.18933027954
151460004087,3.1088249063973627e-9,1786042.3564386177
151460003759,3.0761661927324935e-9,1476160.711903514
151460004110,3.2882016257129825e-9,1173585.6620292997
151460005051,2.56812519120671e-9,525665.3965767659
150860000016,2.377155277308966e-9,322318.69277253654
150860000020,2.222202964328387e-9,340069.4090092283
152110000019,2.3872659958061994e-9,528724.6296486692
152110000126,NA,NA
151460004378,2.4553852880995906e-9,1960144.1363170801
151460003760,3.0938941570372933e-9,1615037.491386986
151460004188,3.0176586096166534e-9,695602.6254835342
151460004728,2.9923261650814665e-9,955461.8812849
151460004394,2.7559321463205913e-9,637268.0813073725
151460004400,2.8163798737304892e-9,646232.4320926149
151460004287,2.6354781652406087e-9,940830.6098137494
151460004489,2.745665557749697e-9,889971.9067498358
151460004727,2.973679586462263e-9,1194673.9995297797
151460004104,3.09871650944607e-9,1708720.128886226
151460003984,2.8731563645144064e-9,1438624.5711077927
151460004181,3.030195812562688e-9,725448.7255078498
151460004075,2.6307451916724026e-9,1194907.3739157312
151460004724,3.0099126302035745e-9,643275.5866888848
151460004186,3.023389902238976e-9,689087.763395943
151460004065,2.7966372352782687e-9,1148114.8813321316
151460003953,2.8125204569961e-9,1286236.3652897845
151460004463,2.363340915016236e-9,367655.07832349656
151460004460,2.34458044512947e-9,384839.7790253239
151460004417,2.7408856099809783e-9,434820.9541068048
151460004980,2.8331292791987348e-9,1152297.1503231416
151460004044,2.353702866929876e-9,649884.3379831375
151460004169,3.153696578338685e-9,2215241.742047563
151460004405,2.8080346460077973e-9,1239710.3547113154
151460005053,2.577731140114569e-9,383617.5367393328
151460003767,2.943859419758489e-9,1801407.4621114715
151460004132,2.919969652508092e-9,1239022.9304682112
151460004477,2.8781113876761265e-9,930253.3258969139
151460004178,3.0139820715219092e-9,955470.1746542978
151460003957,2.96583903795503e-9,974418.3303872477
151460004083,2.92553402449813e-9,1373929.7739783353
151460003765,3.0001243892072753e-9,1840710.33478346
151460004071,3.0435376267328223e-9,746778.5493307186
151460004173,3.0972487557445223e-9,1054457.2360535795
151460004407,2.8651733650066393e-9,687265.5499487418
151460004004,2.458100485619778e-9,1760208.8035950079
151460004102,3.092600750794613e-9,1765994.6809731429
151460004180,3.0122224611684885e-9,799198.7780079835
151460004184,2.935504137561569e-9,1095219.7971742195
151460004753,2.9032636499861928e-9,954327.880865908
151460000868,3.128764482513323e-9,1435143.2809796492
151460001710,2.862824321392329e-9,826896.4175365509
151460001414,3.135766353219143e-9,1564366.722149628
151460005335,3.0245604787494582e-9,1315964.4944503072
151460000863,3.2428932219698177e-9,1402072.12992255
152110000118,2.2919794193284386e-9,441252.94290210254
152110000022,NA,NA
152110000124,2.3968438732584607e-9,405954.4585970702
152110000120,2.384277298592118e-9,508856.45847071253
152110000064,NA,NA
151460000656,3.2202909029181217e-9,1759145.1520891115
151460003832,3.2723584235569697e-9,1788942.5202429187
151460000276,3.2812423374613184e-9,1169691.514293132
151460000460,3.4426950909028118e-9,721401.3669700607
152110000114,2.2490715050844e-9,431106.1688854422
151460004625,3.122264675132607e-9,1259800.0820915983
152110000125,2.38729466736702e-9,483102.559536061
151460004808,3.042372009818623e-9,1700135.7012810507
151460003892,3.192777316323318e-9,1417177.8300398677
151460000425,3.175919770355396e-9,1498757.707824864
151460005365,3.1760348775512047e-9,2172368.6051206575
151460005360,3.2216418947641695e-9,995539.811428974
152110000043,2.3855840415286647e-9,508910.6000016204
152110000128,2.3925997533380056e-9,567603.405342852
151460000074,3.2674246805717597e-9,2139426.3221360547
151460000714,3.251957763409842e-9,1222337.497221858
151460001504,3.0829896400794085e-9,1623872.4369809073
151460000507,3.302738225893605e-9,2697520.051894526
151460001524,3.064014875730131e-9,1067209.2810408636
151460001561,2.9719908317779544e-9,1535313.7673938326
151460000158,2.731174620840231e-9,1085091.9978607795
151460001465,3.2526286251353195e-9,1277401.872398208
151460001730,2.22648376954185e-9,558595.8973439177
