SEZ2011,closeness,betweenness
151460002537,2.776862056377662e-9,833894.5276830075
151460002654,3.108308884331556e-9,1335825.3767012
151460002109,2.585483726180209e-9,768657.4143601797
151460002704,2.9625130301930122e-9,1050581.6712564104
151460000302,3.2491208108299303e-9,2111451.858634128
151460003202,2.8093340682562747e-9,622389.4548207636
151460003774,3.280770977457751e-9,1103314.173103758
151460003354,2.9744973678380047e-9,742190.7738718176
151460002679,3.1735310975056412e-9,1837436.0239888756
151460003360,2.7127175257649292e-9,563611.5919084061
151460003002,2.7029933927168325e-9,870779.7692435003
151460003151,2.954205392867687e-9,961194.8222158091
151460003477,3.1084779374766234e-9,1768047.1517890575
151460003370,2.828214404285426e-9,639808.6778511042
151460003373,2.8882248297616607e-9,862725.0486304326
151460002699,3.1943446058882345e-9,1216225.2934127762
151460003188,2.8669482302709745e-9,1202781.2389492348
151460003542,2.9396603816055106e-9,1019483.2775696294
151460000288,3.3824366897918335e-9,1828053.667012991
151460003577,3.2461146186467825e-9,1462991.5621990338
151460002696,3.2691222513058025e-9,2005563.5337695724
151460002934,2.926752086555033e-9,993614.3469216332
151460003372,2.8702962870595637e-9,743774.891855011
151460003514,3.114604837931778e-9,1136964.9031233215
151460003263,2.881391015657111e-9,471045.2155856284
151460002951,2.8654499242096035e-9,1127198.1986448434
151460000303,3.197548454668129e-9,1794091.4291186256
151460002722,3.1761913638299362e-9,1409180.7310346698
151460002698,3.2313724993572068e-9,1804086.1198621956
151460002672,3.3344620288828436e-9,2557087.9669221505
151460000209,3.2888461322536104e-9,1383463.0276153733
151460003353,2.929225060199879e-9,801381.772282981
151460002578,2.787112947752408e-9,749451.784109428
151460002168,3.1126643226811617e-9,1717597.4931628015
151460002074,2.995632704712712e-9,745020.723472733
151460002484,2.160538339483117e-9,256566.5325666112
151460002118,2.899436851548593e-9,1089030.7692536728
151460002201,3.253897582726163e-9,485397.68825342343
151460002777,2.575109788715114e-9,764316.5030140718
151460000586,3.023782893290816e-9,1023244.5967782156
151460002056,2.861490708976673e-9,1141312.0547699872
151460002558,2.8000035736973338e-09,654543.6730699134
151460002127,3.064828403644688e-9,1283876.710568199
151460002614,3.252845044121311e-9,2943877.1495796707
151460002637,3.106495351442183e-9,1333024.6700161207
151460000575,3.0065195466471888e-9,1620999.6520835739
151460002644,3.0326107472928026e-9,1093761.204445804
151460002545,2.5814611652295182e-9,777061.3407322101
151460002088,2.9090222169200343e-9,712207.1334327556
151460002857,2.7510933239821953e-9,688441.920233391
151460002761,2.762954702327467e-9,796677.6816757866
151460002810,2.711593119808784e-9,528369.2180981928
151460002131,3.0102182246985045e-9,1240381.5010247296
151920000076,2.3780279507849337e-9,507586.2055120402
151460002887,2.9148894128774058e-9,771765.5952925538
151460002046,2.772037175613347e-9,750199.1599708204
151460002106,2.850723577917033e-9,659434.2422735048
151460000621,3.215025120115466e-9,1373709.8145700349
151460002796,2.854841631153397e-9,774451.0681490111
151460002735,2.8123999772785777e-9,767368.5509952601
151460002750,2.655842574693946e-9,460760.3578560007
151460002549,2.827903945270055e-9,873219.122166571
151460000547,3.105412122087438e-9,1135969.5583138447
151460002522,2.9463398305220182e-9,2159032.529539083
151460002885,2.9521024888427837e-9,682988.9142123682
151460002059,2.653297997393919e-9,863600.7622776882
151460003008,2.810901637293439e-9,700888.3178259959
151460002467,2.5504629231850905e-9,953063.4699482115
151460000195,3.120962849037981e-9,3033701.9711122895
151460002808,2.8044239650727695e-9,816177.456797238
151460002096,2.551439729468214e-9,774107.8278721517
151460002057,2.9184998210294828e-9,1232987.8775692522
151460002060,2.698241102800336e-9,800414.8039159821
151460002511,2.7506538654374416e-9,1069600.3349892064
151460002117,3.0179512169571466e-9,1020976.5694573758
151460002806,2.7380025690486152e-9,632847.2805841578
151460002812,2.5056713259554673e-9,454685.61548937124
151460002753,2.8178561113811826e-9,566130.6445820665
151460000620,3.1661030953009596e-9,999862.3064097345
151460002164,3.17135819575298e-9,1743939.990317389
151460002103,2.9879217145723696e-9,691030.8083172092
151460000619,3.2526440714643522e-9,1005925.1448738856
151460000550,2.4338258012646644e-9,583435.9602413408
151460002136,2.973249323309613e-9,1166614.578486
151460002488,2.900786923237671e-9,410165.6777403224
151460000622,3.3234086497858324e-9,3245147.2080431306
151460002490,2.9217498261510794e-9,331018.0943675993
151460002616,3.15077041663368e-9,1400691.7833197168
151460002602,2.992502014512644e-9,1252127.860824319
151460002068,2.990162617193293e-9,1335767.1328186023
151460002617,3.171180830234787e-9,1426869.5878928453
151460002113,2.966884504260881e-9,912789.5002572801
151590000022,1.6697166972543672e-9,238458.8909393334
151460002687,3.1039322048698777e-9,1666803.8683771365
151460003410,3.0779496404569744e-9,1518655.7812801886
151460003510,3.006650981448376e-9,1476567.8124380475
151460003383,2.8213834258398455e-9,993383.183685745
151460003318,2.804712001039317e-9,786801.4818442645
151460003506,2.927607248731149e-9,1072683.389952986
151460003535,3.0748621402151545e-9,1095292.727016865
151460003403,2.9368297595887955e-9,805287.2743010105
151460003310,2.8312617497521483e-9,870566.3893174015
151460002981,2.7863940856237093e-9,1058215.715557893
151460002666,3.1988200667503656e-9,2505878.9120252253
151460003395,2.8630201845897025e-9,1103088.1375721374
151460003170,3.0993855861190315e-9,1809352.4165587188
151460000210,3.169050331967167e-9,2801820.3261028044
151460003394,2.8418154058462795e-9,1094469.8967866502
151460000628,3.159455240178806e-9,1535320.7092079653
151460003487,3.204019250466872e-9,1401633.7026080322
151460003462,3.2573036714241344e-9,1551353.7189268796
151460000213,3.27377543115248e-9,2455153.9833898703
151460003302,2.5907607788191046e-9,496787.0943532649
151460000204,3.2293702714630465e-9,2071925.197811113
151460000228,3.4591748023565743e-9,951394.2231979737
151460002985,2.647104341534982e-9,915494.8479879117
151460002657,3.3747151513357025e-9,2706505.5697841486
151460003264,2.8260042053315944e-9,631460.753938647
151460003184,2.813747317181372e-9,1035895.7178601271
151460000624,3.207096250823188e-9,2701357.49114246
151460003422,3.2716354596527398e-9,3006479.0504741226
151460002732,3.254108874658165e-9,707140.8594901722
151460002904,2.9737239729506844e-9,1220459.4083322953
151460000309,3.2418405822263683e-9,1612075.252606819
151460000294,3.2620806155480803e-9,1491075.4968803471
151460002701,3.2109347340996394e-9,1214462.3449385813
151460002997,2.451818115418061e-9,459129.6848961968
151460003225,2.5499069266743854e-9,376240.7533917556
151460000291,3.124582899363434e-9,1823057.9811899879
151460003539,3.0448956233248467e-9,1113191.4545623742
151460002940,2.831639352930866e-9,862723.3662786207
151460002998,2.172704776699327e-9,386761.1812086996
151460002703,3.0689776330401144e-9,1231120.884776262
151460003446,3.175029982201119e-9,2438716.0758650717
151460002967,2.8075234590278464e-9,752358.2635388382
151460003435,2.758875937160097e-9,718852.3760281329
151460003561,3.131122252877719e-9,782172.832879851
151460003558,3.132027833708066e-9,1268560.0099825142
151460002950,2.859316408027008e-9,969709.1023921124
151460003465,3.1996714234594725e-9,1200615.6331343718
151460003549,2.6210375710346243e-9,891765.3454965585
151460003215,2.231038340443804e-9,195126.12118100372
151460002731,3.1109715361773592e-9,1420634.956012018
151460002671,3.340166414701376e-9,2332868.7561767483
151460002968,2.8794076358294967e-9,870842.4034792576
151460001920,2.7882715269080947e-9,564629.5847193392
151460001256,2.5222313699077594e-9,311700.6901189599
151460001863,2.5741880986971947e-9,392845.11147648643
151460001884,2.7309508182811264e-9,465233.174590411
151460001832,2.823720635218611e-9,862963.7465591237
151460001866,2.497767433280213e-9,315536.33180490346
151460001108,2.5738280225548634e-9,573475.8553686088
151460001891,2.7497271420591824e-9,540769.4890464703
151460001109,2.644730240171301e-9,633285.0660841116
151460001872,2.4984666605925595e-9,465919.0514324775
151460002312,2.772775262985589e-9,476654.5974201176
151460001760,2.915858842152539e-9,692882.8899577798
151460001871,2.5656964090164023e-9,383386.64830121363
151460001677,2.926788561643001e-9,1049363.2286591607
151460006070,2.6975439139129465e-9,394182.94838084263
151460001879,2.5812595313701056e-9,579923.1940887662
151460001893,2.6112736848627583e-9,419348.9757805235
151460006067,2.5515353533630986e-9,371502.11895496375
151460001099,2.6832825765237414e-9,987737.8630314873
151460001326,2.705502248969643e-9,851925.2565386987
151460001716,2.682613642225594e-9,535466.4971209964
151460001900,2.7003346696557728e-9,562190.1068794435
151460001308,2.7183495593477788e-9,621060.3777827151
151460001263,2.540306841415542e-9,432930.9393302973
151460002346,2.7531749387856927e-9,585662.520929912
151460002320,2.2091652569478554e-9,472334.5591572162
151460001736,2.734334978571672e-9,782928.5432744112
151460001257,2.5092089747681243e-9,391560.0090545076
151460002319,2.676987920516305e-9,443847.4024572425
151460001323,2.414919838651316e-9,683384.4391163833
151460001947,2.869673584859816e-9,472280.28536321403
151460001933,2.67273329241187e-9,557077.1448266341
151460001853,2.478096501247251e-9,594837.4784296734
151460001678,2.9309177420634193e-9,1180443.4001645646
151460002352,2.8353870466476396e-9,420491.5252421139
151460001944,2.715713367056277e-9,685117.6026492703
151460001086,2.7449326074693747e-9,1055005.0542087136
151460001842,2.727501572273709e-9,573867.2202701307
151460000325,3.267328719904124e-9,1515530.5328202532
151460002966,2.8310961428267665e-9,785039.575209945
151460003258,2.843352701297475e-9,596761.9078488427
151460002321,2.790090395407502e-9,565328.5210466497
151460002618,3.1536247701393573e-9,1100632.0767939175
151460002622,3.0956173884397197e-9,1336365.1471707276
151460002752,2.854111788488504e-9,677597.5358656765
151460002119,2.6193166100516272e-9,1028546.5706247572
151460000597,3.143336603233307e-9,1272629.4970103062
151460002633,3.1807347485634986e-9,804233.8701709763
151460002172,3.1217016488793876e-9,1599028.3874729092
151460002045,2.718489470287912e-9,718260.8687687936
151460002520,2.8215965406026273e-9,1118873.8578154051
151460002540,2.699141690914813e-9,841202.740514409
151460002157,2.8909186681452066e-9,990839.1182887423
151460000557,3.171227776716971e-9,797850.6833946805
151460002799,2.6200395113660996e-9,800464.297302967
151460002202,3.199703070200112e-9,1103611.4137664684
151460002815,2.7577721212034e-9,618478.8954626652
151460002891,3.0703621484197835e-9,801121.2848561065
151460002084,2.8385172062253416e-9,840947.8858689208
151460002063,3.0235613041706366e-9,1253689.3409586851
151460002630,3.0977522390192885e-9,1279987.5253418274
151460002504,2.8802788092816894e-9,670957.3519276534
151460002640,3.0923554370271536e-9,1242008.1282469418
151460002503,2.8957794017435035e-9,838475.2365234261
151460002186,3.0072013917023798e-9,1157442.5458453412
151460002101,2.889679319654413e-9,602515.4009980728
151460002190,3.2561170297012943e-9,961362.5372192978
151460002475,2.8505788428202807e-9,883698.9639191283
151460000552,3.0839281996196842e-9,1188553.4023946188
151460002491,2.856064677372325e-9,768140.8763669381
151460002501,2.928908767826078e-9,918791.3787367995
151460002052,2.8027648426701738e-9,338444.3668735787
151460002638,3.0844904636413553e-9,1286492.6213719836
151460003009,2.7777196008091796e-9,657796.5642900099
151460002049,2.787570506557693e-9,1021719.8495848584
151460002151,2.89398686985892e-9,989021.071416131
151460002181,3.0906993370826076e-9,676005.4297548987
151460002757,2.829568759792117e-9,542414.1455244077
151460000596,3.106733825666506e-9,1681121.379260188
151460002072,3.0022227709070967e-9,1396794.8582733064
151460002642,3.0024221042176375e-9,1279136.9021777522
151460001828,2.3754316942460933e-9,734039.3021857868
151460002631,3.1727314457753857e-9,1258533.937518605
151460002782,2.8826149390076433e-9,768300.6894908944
151460000590,3.157598087030294e-9,1460382.2937296028
151460002513,2.8727366809438654e-9,768271.6031910988
151460002086,2.969370408621156e-9,716156.3521082965
151460000563,3.1599351086954908e-9,889308.2521060029
151460002087,2.9776408834314565e-9,630318.1985083628
151460002070,2.9479417623615428e-9,1048850.3999271204
151460002783,2.779641998705578e-9,818954.9598301703
151460002636,3.1333022782649317e-9,1140372.265200884
151460002867,2.8368412008485697e-9,1334085.8176572467
151460002083,2.824021501767167e-9,893379.4416717214
151460002884,2.9361542132718914e-9,735196.4445325293
151460002665,3.0849004470382605e-9,1491011.3019049773
151460000554,3.0961211461697842e-9,1279026.4585180404
151460000196,2.70794693975456e-9,1492928.9186648778
151460002178,3.114842687315731e-9,705259.1221277458
151460002041,2.784917954502962e-9,1046590.9999307117
151460006085,3.005081255287716e-9,754165.6081403769
151460002882,2.919086433564233e-9,607441.6919029134
151460002075,2.9666604556049948e-9,1015386.572245362
151460002568,2.7946697363949164e-9,661293.5098259742
151460002764,2.801203884803686e-9,781858.3996317822
151460002755,2.871346274475769e-9,433101.6222944636
151460002817,2.7037486474831494e-9,699903.0106456905
151460002532,2.8365242686572545e-9,1028219.324703297
151460002138,2.962090570478488e-9,945896.778851961
151460002509,2.7318726227817353e-9,1152822.9205811396
151460000569,3.0050379658694174e-9,1556165.7450723078
151460002523,2.7915867638135503e-9,1064087.8750467852
151460002163,3.011151772085234e-9,1394142.319765787
151460002645,3.093970789868751e-9,1127069.4985730632
