CVE_GEOAGE,closeness,betweenness
0900700010515,1.20502345011279e-11,11867776.5955465
0900700010500,1.20550601919476e-11,9181371.23684052
0900700010322,1.21681337959519e-11,12449391.770153
0900700015272,1.21314479944353e-11,10803390.5653441
0900700010695,1.19017173458401e-11,16326346.1832958
0900700010534,1.20257790097063e-11,14436573.8810237
0900700010680,1.19237369002515e-11,15405567.9965755
0900700010055,1.20671710624451e-11,14380430.1590105
0900700010093,1.21349159585891e-11,9935866.37271693
0900700010182,1.20929493878149e-11,8688755.76874348
0900700012403,1.1911856740888e-11,12727133.0514481
0900700012456,1.21636728018615e-11,12703201.9629851
0900700010375,1.21648088442034e-11,10889628.2249954
0900700015840,1.17205755112886e-11,12332283.6728841
0900700010144,1.19677745339542e-11,6266443.86099265
0900700010106,1.20926496432412e-11,7006127.00954311
0900700010197,1.20105296884198e-11,7468938.88595983
0900700010411,1.1833817785794e-11,10498786.3798803
0900700010407,1.18693468303553e-11,12502406.5345319
0900700010233,1.19974302494608e-11,5455983.75998002
0900700010572,1.18706680851506e-11,10396471.5980236
0900700015484,1.17215495679848e-11,13491732.7333683
0900700015643,1.17345339797286e-11,11695825.4559457
0900700014556,1.17315033791753e-11,10650173.0386087
0900700015785,1.17055566830821e-11,14137855.4134664
090070001579A,1.17181287169729e-11,17084371.2048224
0900700015802,1.17168698178814e-11,17254697.741875
0900700015198,1.17431238126821e-11,11309929.2971725
0900700014611,1.16936003957627e-11,13574764.884896
0900700015446,1.19377517208073e-11,12499143.4511234
0900700010708,1.19455111167903e-11,12249122.2271815
090070001038A,1.21157330027552e-11,13852357.4688353
0900700015431,1.20294741712099e-11,17309467.717991
0900700010248,1.19737649088617e-11,12016076.26785
0900700010252,1.1983339784842e-11,6403634.4304603
0900700010110,1.2049125691558e-11,7329824.29110086
0900700015817,1.16728899496444e-11,12472212.6199688
0900700014908,1.18586215042155e-11,11010471.4137788
0900700014895,1.18772325927768e-11,14072530.5336116
0900700015639,1.17926427436114e-11,13531359.3607378
0900700014541,1.173639996148e-11,13704060.2780444
0900700014594,1.1717744537872e-11,12323771.5411203
0900700015855,1.18035421503047e-11,11378124.6325162
0900700014645,1.18851768087585e-11,10312595.2642968
090070001547A,1.17870815750483e-11,13114082.3751443
0900700014698,1.16954560894999e-11,12520482.0526709
0900700015179,1.18760454615048e-11,9828968.65049882
090070001465A,1.20025804583183e-11,9084897.6758677
0900700012390,1.1926871181386e-11,11867578.028061
0900700013825,1.15667869053816e-11,6503349.26573876
0900700013806,1.15730330488483e-11,7673400.13262206
0900700011852,1.14674934004721e-11,7953773.11223431
0900700012051,1.14395490172324e-11,11161506.7965258
0900700011462,1.19146325947604e-11,12021834.6927018
0900700012687,1.17432749324847e-11,3874586.02237554
0900700014804,1.14461039667412e-11,6327085.06208106
0900700015709,1.14851457634206e-11,6688341.32108939
090070001159A,1.1733061327298e-11,9710443.90239705
0900700012812,1.18257248565305e-11,9525529.5215372
0900700013844,1.17859879386864e-11,13978982.4312858
0900700011621,1.18495535003917e-11,16055631.6139767
090070001383A,1.17983769087363e-11,13609505.2150139
0900700012850,1.18195625594581e-11,16212997.9579615
0900700014113,1.15821104431686e-11,10857879.3133725
0900700014128,1.16699854690003e-11,10018932.0296592
0900700012808,1.18089566075078e-11,13096786.1570157
0900700013986,1.14848841972289e-11,6521661.13094004
0900700014984,1.17533031153128e-11,7408004.7750488
0900700011388,1.16212510172336e-11,7456433.83605441
0900700011458,1.18749207525365e-11,9741120.0545743
0900700013990,1.14418901400529e-11,5661267.33121001
0900700010801,1.17835847489998e-11,10519308.2907712
0900700010498,1.19872435965297e-11,8622019.73133729
0900700010657,1.18846371635698e-11,11841142.41449
0900700013647,1.20941553210148e-11,9225493.19936821
0900700010905,1.17345649307823e-11,23998117.624839
0900700010924,1.17954603642675e-11,13593530.7620132
0900700010040,1.18468501749149e-11,15796594.0663805
0900700012846,1.17750423816214e-11,7458394.99809527
0900700011833,1.14996150046464e-11,7797065.34572035
0900700011848,1.14472902303112e-11,11056658.8525984
0900700013083,1.14006595144064e-11,5461866.08798904
0900700014077,1.14132723902109e-11,4786346.09254915
090070001134A,1.1278882946964e-11,14706812.8390583
0900700013134,1.09898060345172e-11,7690023.90485358
0900700013149,1.10393950973891e-11,7671495.96378346
0900700012615,1.13299811444163e-11,6556387.11431552
0900700012579,1.14238844855383e-11,11922441.2978542
090070001294A,1.11091833688324e-11,6124350.63201036
0900700012935,1.11924881218292e-11,6885977.69558515
0900700012920,1.1216449532602e-11,7006357.33542401
0900700015291,1.13731361392008e-11,6739666.16583535
0900700014876,1.11253786134638e-11,4280637.38036452
0900700014880,1.11905175427338e-11,6040147.13153131
0900700014931,1.14296081807934e-11,7041460.21616354
090070001262A,1.12810223247376e-11,6414161.84015841
0900700012634,1.12699444586925e-11,5926170.08925542
0900700012564,1.14004041373109e-11,10524789.459035
0900700015304,1.13380018767607e-11,6018596.45064471
0900700012719,1.12090880563298e-11,8817462.67670694
0900700015323,1.10225528632145e-11,6621382.29351363
0900700013153,1.09797812388847e-11,6368886.44225014
0900700012649,1.12109638749527e-11,6949337.06487817
0900700012653,1.11724957428717e-11,7211778.75383922
0900700015037,1.09441640429852e-11,9044994.69535503
0900700012969,1.10138110934978e-11,6448173.4614538
0900700013115,1.12111076063602e-11,9957947.36603659
0900700012795,1.12966107802953e-11,5985211.72185145
0900700012704,1.12827761423467e-11,7326724.03990889
0900700012668,1.11168537679102e-11,8412565.78835345
0900700013257,1.13591731821196e-11,4778815.36889396
0900700014081,1.13648892564925e-11,4819774.50860073
090070001586A,1.11455448229601e-11,9849951.43995192
090070001561A,1.11124391078646e-11,10898078.3846572
0900700015874,1.11225734683053e-11,9226079.86728504
0900700014471,1.12098657164167e-11,7358994.0656766
0900700014433,1.1251311313804e-11,8556278.82934311
0900700014452,1.12442009889092e-11,4673009.77824088
0900700015624,1.11107041042979e-11,12048649.8695306
0900700014448,1.12834867770007e-11,8129956.27577974
0900700014467,1.12397458370815e-11,7042206.77535684
0900700014429,1.12598339946774e-11,10506094.1433805
0900700011867,1.14193892599036e-11,7897846.78374973
0900700014965,1.13432752724585e-11,7714773.66415537
0900700014363,1.10236015894222e-11,4832743.46659803
0900700014397,1.09396840293489e-11,4798942.54858867
0900700015427,1.08793715641798e-11,2688482.29857371
090070001440A,1.09025143054415e-11,1669301.47547308
0900700012189,1.11523305233761e-11,6333693.1107411
0900700012174,1.12201280476477e-11,10913576.09586
0900700014185,1.14844775981456e-11,12396257.2854854
0900700014749,1.1643861089529e-11,16710387.059284
0900700014170,1.15944693009361e-11,7736619.69095594
0900700013492,1.1139276640141e-11,21327431.2774214
0900700014325,1.10582536880038e-11,5141374.75913567
0900700013539,1.10197173065612e-11,6563779.96745803
0900700015408,1.08609899270536e-11,4102230.32182388
0900700012206,1.10994407045847e-11,5298759.80313861
090070001515A,1.09099336938277e-11,5903999.95557383
0900700014344,1.09732800091108e-11,6377778.00558508
0900700012193,1.10673527750158e-11,4988753.24676242
0900700012155,1.11329206159638e-11,6074524.58684293
0900700013488,1.11667436365128e-11,14317942.4922972
0900700012070,1.11830070712493e-11,9264783.25589105
0900700012085,1.11975955007121e-11,7877728.83305832
0900700013914,1.12237198965995e-11,10724000.3316249
0900700013897,1.13483640586462e-11,16546977.1601294
0900700015357,1.1294297465955e-11,8552555.18914163
0900700011960,1.13857130948658e-11,14500532.0393958
090070001198A,1.14475953882156e-11,16574053.9643946
0900700014310,1.10947278233213e-11,7750613.47691132
090070001390A,1.12572199688913e-11,13525956.885045
0900700012117,1.12536616168384e-11,7352338.14057528
090070001337A,1.15368054144902e-11,8363443.9153757
0900700012047,1.14413306713462e-11,10882750.571962
0900700012102,1.13418437201622e-11,8069332.74535691
0900700014382,1.09303619778728e-11,3796900.35106022
0900700014306,1.1134406038485e-11,5687337.48221794
0900700015361,1.12075342668671e-11,10748104.2610808
0900700015376,1.11365460701942e-11,11577757.8199689
090070001209A,1.12458686664244e-11,6742637.97497156
0900700012140,1.11739861633817e-11,5711370.50952372
0900700013505,1.11529531085447e-11,5220682.13147768
090070001216A,1.11513741430016e-11,6374272.49014853
090070001351A,1.10732058315821e-11,5636102.88222029
090070001433A,1.10530613253192e-11,5603682.79879634
0900700015412,1.09152996676054e-11,2722903.37065255
0900700014359,1.09605531823399e-11,5121582.26292249
0900700011975,1.14504052245541e-11,21057928.738267
0900700013327,1.16489196965018e-11,8476519.04413048
0900700015516,1.16224389792611e-11,10546005.1404732
0900700015520,1.16760893875652e-11,14608786.7490294
0900700015501,1.16532847950892e-11,11890316.6866352
0900700015732,1.16784645473453e-11,11446799.9970657
0900700015499,1.16534380489822e-11,10171885.382129
0900700014236,1.16850396404273e-11,9061748.34337018
0900700014861,1.14326454140593e-11,9140516.07004089
0900700014062,1.16621620188031e-11,13943141.0361581
0900700014202,1.17542603800756e-11,11223097.7225984
0900700014217,1.17486591320807e-11,13736176.1042552
0900700015060,1.17268744457381e-11,8967837.12335287
0900700015450,1.16948896759565e-11,5701932.13850258
0900700015465,1.16324679835848e-11,11050380.1299503
0900700011890,1.14501655220293e-11,11062634.1043838
0900700013789,1.17069807292799e-11,5244417.31400414
0900800010508,1.00251457230425e-11,5164108.54851715
0900800010141,9.9272746033965e-12,4858849.198233
0900800010300,9.8280299638061e-12,4319260.44871338
0900800010071,1.03631085930749e-11,1919847.56561009
0900800010527,9.8613310041862e-12,2950593.41309392
0900800010137,9.84733316050289e-12,2713998.06922252
0900800010584,9.54797255886855e-12,1320190.53346348
090080001018A,1.01016269544805e-11,7606183.6467415
0900800010531,9.75782171156202e-12,2336196.45937542
0900800010550,9.73046845833841e-12,2919938.86627267
0900800010599,9.6758077804245e-12,2267699.8137499
0900800010476,9.48563898730976e-12,1558541.93325195
0900800010495,1.00395032543846e-11,6402628.63569317
0900800010264,1.00188435015802e-11,4441757.74251972
0900800010086,1.03927790079421e-11,7691443.54962736
0900800010122,1.02419846032943e-11,5750596.89881316
0900800010546,9.77740883125849e-12,2715827.69529058
0900800010226,9.78905614302907e-12,3083246.86980159
0900800010283,1.01417596570202e-11,9123436.34747343
0900800010194,1.01813418930861e-11,6798043.2301802
0900800010298,9.74328789955278e-12,4179666.97341124
0900800010565,9.68002066824599e-12,2864044.77312224
0900800010014,1.03522148132436e-11,6232507.79335005
0900800010067,1.03532672106028e-11,2933203.47542494
0900800010160,1.005280741649e-11,6105455.61708182
0900800010211,9.95379220913252e-12,4861080.78794696
090080001025A,9.94705133216723e-12,3774608.99462414
090080001057A,9.5287218642385e-12,1395872.3467075
0900800010404,9.6358385674752e-12,2105481.47674825
0900800010315,9.80845959798685e-12,4457335.77292147
0900800010175,1.01428378984207e-11,4898333.82168681
0900800010029,1.04670227025379e-11,3240337.14846169
090080001032A,9.90275635093833e-12,3446405.21172731
0900800010245,9.890909079462e-12,3635039.36056205
0900800010349,9.77600063975456e-12,3717229.93191652
0900800010457,9.71877090689593e-12,2713175.04106947
0900800010423,9.64198244218448e-12,1994546.95409671
0900800010230,9.84768262202802e-12,3494266.65370399
0900800010334,9.950005044345e-12,4817399.95824726
0900800010438,9.62613431055992e-12,1816202.0093248
0900800010387,9.72174539517278e-12,3165158.10702803
0900800010512,9.80010586407043e-12,2389649.43182498
0900800010103,9.91721622387354e-12,2104899.88538183
0900800010156,9.96391541655019e-12,4153487.28733163
0900800010118,1.01796535775884e-11,5856564.49287685
0900800010052,1.03211873434046e-11,6439911.34894884
0900800010048,1.03873483908172e-11,6814013.34436359
0900800010353,9.87320710365325e-12,3975414.57784462
0900800010033,1.0497920472674e-11,5248796.47238431
0900800010461,9.69015576634754e-12,2529912.25492681
0900800010207,9.88079918956213e-12,3614353.99357414
0900800010090,9.90080717776196e-12,3193708.30395928
0900900010327,8.99906534440392e-12,2507235.69321696
0900900010562,8.99705204750171e-12,1603544.84465124
0900900010026,8.97319867381425e-12,1753318.98503596
0900900010331,8.94123423781575e-12,1685022.32687608
0900900010492,9.32658788679098e-12,2915362.41654469
0900900010505,9.08058674515065e-12,1646394.53471336
0900900010308,9.11768284014639e-12,2993967.50737688
0900900010312,8.90986018659661e-12,1402719.5930903
0900900110401,9.41339798523074e-12,2167771.85409571
0900900110435,9.40160704181159e-12,3870684.96184624
0900900110416,9.51857386490756e-12,5616563.6439244
0900900110543,9.32242989331146e-12,1254042.40951979
090090011051A,9.31428471770183e-12,1849349.8910421
0900900110420,9.33773185446748e-12,2682488.68214937
090090015012A,9.24139905074515e-12,2338127.89722064
0900900170558,9.09357294409904e-12,1837669.58207844
0900900170399,9.00838360721077e-12,1674171.16407203
0900900170384,9.08740574787046e-12,1926230.86084147
090090017037A,9.22605351320708e-12,3202936.09068599
0900900170365,9.11963119046922e-12,2646999.27978888
0900900240191,8.97061332387101e-12,1791423.52883409
0900900240596,9.03585405695342e-12,1494896.69716306
0900900240204,8.98012208425631e-12,1720177.10947042
0900900240577,9.12655586855327e-12,2009032.73205644
0900900240581,8.87358786799458e-12,1565830.06108603
0900900240219,8.91349262551116e-12,1395691.21179986
0900900290473,9.04768995447062e-12,1938087.61356674
0900900290469,9.01202980604224e-12,1657291.5440278
0900900290454,9.30977803440884e-12,4348724.52654281
090090029044A,9.2062617808675e-12,3235919.20431257
0900900330488,9.33791239914584e-12,4111082.63378255
0900900330350,9.10375421078882e-12,1970877.3598166
0900900330346,9.10736663354603e-12,2411412.65330094
0900900360242,8.88280574179831e-12,1395546.13482461
0900900360223,8.89782772730633e-12,1545129.54849098
0900900360238,8.79884591507839e-12,1127010.65898725
0900901520613,8.9108674264787e-12,1576101.14077925
0900901520628,8.80257833617165e-12,1086438.5146526
0900903000632,9.28209238165461e-12,2384380.76165387
0900903000647,9.25584374853582e-12,2007094.70750754
0901000011472,1.0406163894582e-11,5420303.87910596
0901000012201,1.00462233229616e-11,3547403.58234119
0901000012216,1.00506496969388e-11,4639545.59204776
0901000011379,1.02802741548458e-11,5834271.08583473
0901000010686,1.06231075574586e-11,4954738.38559791
090100001078A,1.13146461339441e-11,6609264.06075175
0901000010756,1.1177961335987e-11,10550902.579718
0901000010633,1.14772412876607e-11,5376549.4954251
0901000012377,1.10294442926422e-11,6617140.3821443
0901000010614,1.13464536416577e-11,6930250.15123728
0901000010328,1.05778768723195e-11,4317460.79593467
0901000010474,1.12969371660433e-11,5988459.47077567
0901000010258,1.12483513845481e-11,7410202.16494543
0901000010262,1.12870746880914e-11,7148160.38143983
090100001021A,1.13287512569965e-11,8158002.42728864
090100001014A,1.12245153095715e-11,6966908.92826372
0901000012112,1.1284636782694e-11,6506131.0382765
0901000012108,1.1370409587276e-11,7435959.77428021
090100001174A,9.69253508668243e-12,2238746.31818045
0901000010239,1.13966522121018e-11,7342961.15792093
0901000010192,1.13927970549539e-11,12407321.4030477
0901000010385,1.10848899475993e-11,5895428.52453073
0901000010296,1.05557741513955e-11,5865702.86239093
0901000010313,1.05015570403062e-11,2849041.21958931
0901000010578,1.09072564542695e-11,7634949.45672751
0901000010718,1.10009936483606e-11,8889716.20392405
0901000010775,1.12148044727822e-11,7185446.21932376
0901000010811,1.13969722271671e-11,8004572.79029639
0901000011627,1.0234999053195e-11,3267218.43125873
0901000011824,1.04117414726434e-11,4048795.78320667
090100001167A,9.86078694155486e-12,6092563.89832142
0901000010949,1.08471010667824e-11,5278604.0316165
0901000011010,1.09362929070711e-11,7822376.34179296
0901000011203,1.10745606049328e-11,13205913.744601
0901000011190,1.0918009512892e-11,11635170.9213886
0901000010370,1.10370608587702e-11,9617269.41423694
090100001110A,1.0864645089925e-11,9743549.82573452
0901000011114,1.10562414591491e-11,8455884.32821686
0901000010563,1.0920612065967e-11,4684722.98645511
0901000010968,1.10739868302754e-11,8100942.9290493
0901000011487,1.06831121967178e-11,4995742.49956523
0901000010099,1.13925633942941e-11,4744092.33232106
0901000011735,9.78326585801611e-12,3444951.14816434
0901000011947,1.07395962606836e-11,3455441.32249013
0901000012184,1.06534987751004e-11,5311730.78484756
0901000011186,1.0658093590946e-11,8242328.28061393
0901000010741,1.12935671184918e-11,5071637.02746914
0901000011218,1.04811423948618e-11,6771976.17654425
090100001053A,1.04670165448112e-11,5190095.42833294
0901000011932,1.07891545936214e-11,5189527.85399945
0901000011699,1.01409199166514e-11,5255133.74085267
0901000011684,1.00096474800348e-11,4734974.72755624
0901000012080,1.01880199924299e-11,6654448.78895443
0901000012019,1.0243934947337e-11,5097649.11208388
0901000012339,1.03817074034114e-11,4586720.80799994
090100001060A,1.14161131060819e-11,13290123.9139265
0901000010493,1.13082447650075e-11,8923057.83934341
0901000010169,1.11450501308082e-11,14846961.6555982
0901000012057,9.94250244215188e-12,3860974.15854488
0901000010760,1.11664083487693e-11,7451212.34015015
0901000011650,1.02470044520527e-11,1938130.42482188
0901000010309,1.04509240958008e-11,4881375.86030182
0901000011345,9.80919948149132e-12,5138045.73150154
0901000010281,1.04899062141647e-11,6126600.27095635
0901000010489,1.11175578830422e-11,6015112.72725815
0901000010671,1.0585708734979e-11,5470694.41207414
0901000011805,1.1498734516296e-11,9536249.52650416
0901000011985,1.10140330155803e-11,3868733.46677787
0901000011129,1.10292236109157e-11,11588201.793409
0901000011519,1.10499818262582e-11,5063408.35819288
0901000011913,1.08568930739984e-11,7215667.17061372
090100001103A,1.08883363269542e-11,9479910.59519911
0901000011171,1.05255908444029e-11,5227852.63914991
0901000010900,1.0391906037978e-11,3127454.86858387
0901000010953,1.09776704181919e-11,10030773.0344424
0901000011044,1.1143513767395e-11,8053078.31414271
0901000010703,1.09667660295632e-11,7786904.36019021
0901000010597,1.11878936533476e-11,8138450.67837486
0901000010544,1.05541706713945e-11,5392958.1996359
090100001199A,1.11407089626402e-11,5097059.08460172
0901000010224,1.13491982298738e-11,8125902.43004585
0901000010417,1.14130275822208e-11,10828246.8889443
0901000010116,1.15789976287493e-11,8512365.24674669
0901000011754,9.72270201636871e-12,2501547.40184064
0901000011364,9.70613177482657e-12,2414688.05704794
0901000011523,1.11360019717565e-11,4343813.0776498
0901000010065,1.18129701800453e-11,10915730.7341772
0901000011631,1.01891336918016e-11,3354848.74876633
0901000010012,1.16833810225934e-11,6719711.80020102
0901000012150,1.16335871613897e-11,8626779.89929365
0901000010525,1.15892258119298e-11,12810799.3526939
0901000010987,1.13612499193787e-11,8898434.45957945
0901000011006,1.14844785489929e-11,10071682.112508
0901000011133,1.11742131813431e-11,9404894.07977977
0901000011241,1.08689748155449e-11,8339262.86394291
0901000011275,1.0597348604512e-11,7131231.21338067
0901000011307,1.0317773905913e-11,6542761.38235728
090100001128A,1.03388873202248e-11,5919634.90402744
0901000012042,9.89236286131411e-12,4101620.19208217
0901000011716,9.77194497902706e-12,2878056.14598144
0901000011858,1.02985247973507e-11,6119174.4784378
0901000011222,1.07157032793543e-11,9911452.08231407
0901000011237,1.06758206124105e-11,7303016.3154752
0901000010845,1.14203636854031e-11,9518900.76697741
0901000010027,1.18094816795246e-11,6687907.45648702
0901000011330,9.94598494179337e-12,4893041.44565844
0901000012146,1.16010807479453e-11,8348941.72786053
0901000010629,1.14918059463915e-11,12664563.5970775
0901000010510,1.14745192646888e-11,11311508.6039188
0901000011773,1.16544375044345e-11,9260378.96549121
0901000010135,1.16546327153728e-11,10973973.7440526
0901000010188,1.13204470360294e-11,11987269.3529165
0901000010205,1.1284261755771e-11,8575503.3884933
0901000011453,1.11671252658469e-11,4655779.89745717
0901000011928,1.09333958663669e-11,7828178.07905978
0901000010351,1.07508312210399e-11,4962768.08531323
0901000011468,1.08224377318569e-11,5258332.75301406
0901000010347,1.06846730366616e-11,4504375.33070339
0901000010807,1.12598598353052e-11,8001276.21451675
0901000010794,1.13860032340874e-11,6121930.35187203
0901000011063,1.1352607274742e-11,7562021.13464925
0901000011260,1.05176833985601e-11,6316699.05724744
0901000011966,1.08580499180436e-11,4668194.79496219
0901000010559,1.07348661724954e-11,7829344.32411321
0901000012358,1.02214377417443e-11,4892961.39269827
0901000011542,1.02613870406672e-11,5583709.74218545
090100001231A,1.00398145077223e-11,2358369.06730796
090100001135A,9.62166640935451e-12,2188217.60425941
0901000011788,1.15827269675053e-11,9927934.9878222
0901000010050,1.17209385296214e-11,6667676.49781005
0901000012343,1.04448351360964e-11,4596663.29062188
0901000010864,1.01446094795297e-11,3771709.96911663
0901000010648,1.15081624132214e-11,9616747.55352584
0901000012131,1.11036705486045e-11,12344999.9844906
0901000010737,1.11012198959011e-11,15139071.2941404
0901000011595,1.03449840199022e-11,5171329.97205699
0901000012076,1.11559249370703e-11,7934190.74598725
0901000012305,1.00662103157617e-11,2923300.06563915
0901000010101,1.15780354950813e-11,2206548.23884812
0901000011557,1.05914589942665e-11,3204637.34288707
0901000011294,1.04900486285803e-11,6722709.41723768
0901000011078,1.03213918574913e-11,3534661.4042261
0901000011646,1.02193855616331e-11,2201048.02145962
0901000011434,1.1228933334269e-11,5123152.93430232
0901000011720,9.71298235481926e-12,2769502.89158601
0901000011152,1.0253104937844e-11,4111269.96977239
0901000011839,1.0531182839168e-11,4095655.14304051
0901000011059,1.12584588306069e-11,8764909.47172075
0901000010991,1.13769229791126e-11,7934503.27504442
0901000011025,1.07631805925683e-11,7210626.66447766
0901000012199,1.05949718478085e-11,4738490.24384469
090100001181A,1.04518330691646e-11,3905703.24113179
0901000012292,1.0721474882234e-11,6698677.04479611
0901000012288,1.04841131416914e-11,4733114.85817302
0901000012254,1.04688531493902e-11,4493602.992028
0901000010898,1.03350549737288e-11,5034312.8871464
090100001224A,1.03452160352849e-11,3929094.51210429
0901000012038,1.01887660124964e-11,2793146.13059816
0901000012235,1.0163603596306e-11,3097950.06591289
0901000011881,1.01031811778633e-11,5603164.58242947
0901000011148,1.00829589471103e-11,5146024.49441076
0901000011843,1.02618776064687e-11,4597311.04573179
0901000011665,1.01943106403068e-11,3319231.48390471
0901000012095,1.02045009343093e-11,4252515.62729286
0901000012220,1.01687011844724e-11,3476221.25819269
0901000010667,1.03562340407493e-11,4337967.37759414
0901000012023,1.01925373964485e-11,3305733.86581365
0901000010915,1.0780481454155e-11,6856217.79182486
0901000010690,1.09668520581132e-11,7339911.22174071
0901000010972,1.1239419417708e-11,7652078.44809147
090100001092A,1.11146085384424e-11,7725342.62710326
0901000010826,1.12516937887829e-11,8343744.02887156
0901000010830,1.14596328273277e-11,7024801.90900924
0901000011580,1.07523735874071e-11,4821445.46360158
0901000010722,1.09841720491218e-11,10812237.9448639
0901000012269,1.08189300351975e-11,6551697.23529991
0901000012165,1.10789391812547e-11,7397544.70144469
0901000012362,1.1072380218394e-11,7414775.03828797
0901000010506,1.13904536461655e-11,12592224.3401642
0901000010421,1.1452130685543e-11,11163188.4061687
0901000010455,1.05085388565023e-11,3356980.88448178
0901000011561,1.04281426612707e-11,3153317.11252954
0901000011769,9.85956377010607e-12,5084044.96303019
0901000012324,1.01157140217967e-11,4476427.63490503
0901000010440,1.05474910506826e-11,5168073.06158281
0901000010332,1.06309253990117e-11,4536502.95318657
0901000011951,1.0960808895856e-11,5115912.99626125
0901000011970,1.09655613360367e-11,6199290.23425721
0901000010277,1.13671847336128e-11,6698132.04517824
0901000010243,1.13149926188666e-11,8241866.97746891
0901000010084,1.13565145570464e-11,4502869.72760146
0901000011792,1.13839656759049e-11,4761440.24718535
0901000010046,1.15152509095599e-11,6187119.05256806
0901000010031,1.13950072233954e-11,5547651.98702724
0901000012061,1.08009227420859e-11,7054744.78941534
0901000010173,1.11360219037472e-11,10906012.537066
090110001108A,1.07034591946244e-11,5567676.36423122
0901100011446,1.06872482137471e-11,3253102.96924447
0901100011450,1.05870395207321e-11,2876372.7461133
090110001001A,1.12602382587757e-11,9739967.06610782
090110001040A,1.04170105575887e-11,3806865.77216043
0901100010607,1.14557079361998e-11,10530118.1806788
0901100010113,1.09623116624475e-11,5588410.58990286
0901100010927,1.08513708612766e-11,3527355.56141739
0901100010397,1.04134857957634e-11,2938216.04250957
0901100010645,1.09685310082376e-11,5228626.53094094
0901100010950,1.03541012962954e-11,5635647.43792623
0901100011499,9.96196378513171e-12,2419618.43143569
0901100010058,1.11573582766348e-11,7870241.55325595
0901100010804,1.05705372193688e-11,3847065.74184317
0901100011484,1.02688442644588e-11,5746774.92983924
0901100010325,1.08608223957492e-11,3038958.16736337
0901100010823,1.08394128441376e-11,3560055.14668464
0901100011075,1.07476332688461e-11,5492364.96809736
0901100011291,1.09136348121345e-11,4314484.18020444
0901100010289,1.05562859774192e-11,4531964.1304071
0901100011056,1.08255922963731e-11,5753808.80807507
0901100010306,1.08653808835735e-11,3472047.78218734
0901100010414,1.04036336171248e-11,3984051.32444
0901100010448,1.04859161506891e-11,6244894.87651969
0901100011234,1.1218927436874e-11,8539702.6646648
0901100011272,1.0933823337488e-11,4925293.93386261
0901100011094,1.0808353841566e-11,4792088.32733903
0901100010310,1.08887255828851e-11,3260660.72363145
0901100011287,1.09699079776364e-11,5243082.94229527
0901100010344,1.0581404869224e-11,12984534.8626283
0901100010166,1.0717643827951e-11,5110323.58114247
0901100011304,1.07864802411756e-11,5261722.52749086
0901100010679,1.07540180931e-11,3937207.1718
0901100011319,1.07519365637236e-11,5828608.5106859
0901100010575,1.04857646934072e-11,4249403.72344604
0901100011412,1.1192054704179e-11,7882053.41970279
0901100011111,1.13318888433443e-11,7065383.29776331
0901100010630,1.10226015403644e-11,4586721.17776239
0901100010202,1.08565114692183e-11,4808455.21393159
0901100010664,1.09041089385477e-11,4701671.19022504
0901100010931,1.06890529841424e-11,3220456.95863516
0901100011376,1.06838407095857e-11,5794750.94354544
0901100010626,1.1102488394251e-11,4985134.56770696
0901100010128,1.09088486975664e-11,6151155.8514125
0901100011249,1.11209756721807e-11,6639822.57363078
0901100011253,1.10837487036442e-11,5907468.72083817
0901100010077,1.11674184206528e-11,6016615.27942946
0901100011361,1.13118259394473e-11,7394929.21049195
0901100010096,1.10690184537303e-11,4484815.85980442
0901100011357,1.13467572717833e-11,8887179.20628331
090110001147A,1.13293398712726e-11,8005441.77915233
090110001122A,1.13273506567771e-11,7485096.60501791
0901100011145,1.1157036344269e-11,9396835.55562421
0901100011342,1.11220922337952e-11,9685301.81635002
0901100010594,1.14727086762068e-11,13068899.2933653
0901100010039,1.1138951334756e-11,8511011.17519615
0901100010999,9.92297499714739e-12,3174838.38204085
0901100010984,9.93853832351294e-12,4706609.40796126
0901100011427,1.03968258870897e-11,10034751.022316
0901100011431,1.02682194714086e-11,4403670.06068724
0901100010946,1.0407582819831e-11,5996038.11488384
0901100010772,1.02028185851987e-11,7082871.58231496
0901100010433,1.05049258652568e-11,7213408.98661673
0901100010452,1.04075101933131e-11,4060303.34131648
0901100010363,1.05344319168664e-11,4403521.79138285
0901100010378,1.04840585818481e-11,4035005.12842982
0901100010132,1.08081382473821e-11,18143250.5825774
090110001026A,1.06219914000141e-11,8111491.76531497
0901100010255,1.06429397090956e-11,5691999.84614664
0901100010240,1.07048330207418e-11,8337924.25944457
0901100010170,1.06458370009552e-11,3910622.00041132
0901100010185,1.05729650968435e-11,4589110.90874575
0901100010274,1.05852473019205e-11,4704985.73973462
0901100010151,1.0714760131728e-11,4104444.00631466
0901100010382,1.04511849025e-11,5525032.36803985
0901100010359,1.05607815758927e-11,8026030.91681511
0901100010819,9.91968145328253e-12,3489523.68962493
0901100010147,1.08006384509994e-11,5714012.97776572
0901100010753,1.08398290324206e-11,5378485.05139902
0901100010043,1.10300189683281e-11,7964939.70468973
0901100011338,1.11929584346223e-11,8685654.0299128
0901100011465,1.13315627157292e-11,8875654.54235618
0901100011268,1.10303028483392e-11,5575326.45857755
090110001065A,1.08282737587693e-11,4257614.96823997
0901100011395,1.05616400896715e-11,4050264.36462437
0901100011535,1.04405944097661e-11,3066516.82133444
0901100011380,1.04932147630521e-11,2632910.26041142
