CVE_GEOAGE,AMPLIACION,ANDADOR,AVENIDA,BOULEVARD,CALLE,CALLEJON,CALZADA,CARRETERA,CERRADA,CIRCUITO,CONTINUACION,CORREDOR,DIAGONAL,EJE VIAL,OTRO,PASAJE,PEATONAL,PERIFERICO,PRIVADA,PROLONGACION,RETORNO,VIADUCTO,street_density
0901000012131,0,0,40.0205499373012,0,5.37534090038455,0,0,0,36.7963494869151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115979330838821
0901000010737,0,0,5.71722141961446,0,4.88667354580413,0,0,0,0,85.6798856734548,0,0,0,0,0,0,0,0,0,0,0,0,0.0183957520913951
0901000011595,0,55.2576036866359,17.1516642588434,0,43.9800619122372,0,0,0,66.2334290764472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118686608802862
0901000012076,0,0,22.8688856784578,0,19.5466941832165,0,0,0,51.5148892816811,0,0,0,0,0,0,3028.00505050505,0,0,7.58336969788959,0,148.91828117238,0,0.0162283515057884
0901000012305,0,0,0,0,64.5040908046146,0,0,0,88.3112387685963,0,0,0,0,0,0,0,0,0,3.7916848489448,0,0,0,0.0244155943255404
0901000010101,0,0,0,0,75.4991062826739,0,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623415025581256
0901000011557,0,0,15.007706226488,0,41.0480577847547,0,0,0,71.7528814994845,0,0,0,0,0,0,0,0,0,5.68752727341719,0,0,0,0.0232629847880974
0901000011294,0,0,27.8714544206205,0,20.1575283764421,0,0,0,22.0778096921491,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.00855650818202829
0901000011078,0,0,0,0,38.8490546891429,0,578.264853395062,0,16.5583572691118,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0226262391243923
0901000011646,0,0,8.57583212942169,0,29.613241687573,0,0,0,70.648991014877,0,0,0,0,0,39.2757943006878,0,0,0,9.10004363746751,0,0,0,0.0372139698624178
0901000011434,0,0,0,0,162.726229075278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310138186010995
0901000011720,0,0,29.4028530151601,0,14.6600206374124,30.2433918482647,0,0,116.696994087074,0,0,0,0,0,56.1082775724112,0,0,0,17.875085716454,61.8257596590128,0,0,0.010221979376802
0901000011152,0,0,8.57583212942169,0,14.171353282832,0,346.958912037037,0,14.718539794766,0,0,0,0,0,0,0,0,0,1.8958424244724,0,148.91828117238,0,0.017982207725917
0901000011839,0,18.4192012288786,0,0,15.393021669283,0,192.754951131687,0,29.4370795895321,0,0,0,0,0,0,0,0,0,3.7916848489448,0,744.591405861898,0,0.0210997983557895
0901000011059,0,0,94.3341534236386,0,50.5770711990728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170925645940509
0901000010991,0,0,53.5989508088856,0,22.7230319879892,0,0,0,33.1167145382236,0,0,0,0,0,0,0,0,0,5.68752727341719,0,0,0,0.0142440805539004
0901000011025,0,0,5.71722141961446,0,14.171353282832,0,385.509902263374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422183423565464
0901000012199,0,265.236497695853,0,0,23.4560330198598,0,231.305941358025,0,35.3244955074385,0,0,0,0,0,98.1894857517196,0,0,0,0,0,0,0,0.0249243190471563
090100001181A,0,36.8384024577573,0,0,17.8363584421851,0,269.856931584362,0,40.4759844356066,0,0,0,0,0,16.3649142919533,0,0,0,3.7916848489448,0,0,0,0.0179140552350015
0901000012292,0,73.6768049155146,10.0051374843253,0,24.4333677290207,0,77.1019804526749,0,11.0389048460745,21.4199714183637,0,0,0,0,0,0,0,0,0,0,0,0,0.0125161069290346
0901000012288,0,73.6768049155146,8.57583212942169,0,17.8363584421851,0,0,0,47.8352543329896,0,0,0,0,0,0,0,0,0,7.58336969788959,24.043350978505,0,0,0.0101950339793676
0901000012254,0,55.2576036866359,17.1516642588434,0,7.08567664141599,0,0,0,66.2334290764472,21.4199714183637,0,0,0,0,0,0,0,0,0,72.1300529355149,0,0,0.0168654446357494
0901000010898,0,0,19.2956222911988,0,11.3615159939946,0,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0165087439919157
090100001224A,0,18.4192012288786,10.0051374843253,0,9.52901341431806,0,0,0,18.3981747434576,471.239371204001,0,0,0,0,0,0,0,0,3.7916848489448,0,0,0,0.0182861163423743
0901000012038,0,0,2.85861070980723,0,46.9120660397197,0,0,0,139.826128050277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319167646491806
0901000012235,0,27.628801843318,0,0,50.9435717150081,105.851871468927,0,0,38.6361669612609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403659188473219
0901000011881,0,0,45.0231186794639,0,11.3615159939946,0,0,0,187.661382383267,0,0,0,0,0,24.5473714379299,0,0,0,0,0,0,0,0.0136615061377757
0901000011148,0,0,12.8637481941325,0,13.0107683157035,0,607.178096064815,0,27.5972621151863,64.2599142550911,0,0,0,0,12.273685718965,0,0,0,7.10940909177149,0,446.754843517139,0,0.0108102623555926
0901000011843,0,78.9394338380514,19.6019020101067,0,28.6917546760786,0,33.0437059082892,0,72.5413747027755,18.3599755014546,0,0,0,0,0,0,0,0,9.75004675442947,0,0,0,0.0155998559194266
0901000011665,0,0,11.4344428392289,0,12.7053512190907,35.2839571563089,0,0,80.9519688712132,0,0,0,0,0,0,0,0,0,0,72.1300529355149,148.91828117238,0,0.0179139754453994
0901000012095,0,0,25.7274963882651,0,32.6185459182426,0,0,0,55.1945242303727,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0259665723242092
0901000012220,0,0,0,0,84.2951186651213,0,0,0,88.3112387685963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287643773610289
0901000010667,0,22.1030414746544,13.7213314070747,0,30.1996425130695,0,0,0,17.6622477537193,0,0,0,0,0,0,0,0,0,2.27501090936688,0,0,0,0.0181275433833356
0901000012023,0,36.8384024577573,0,0,39.0933883664331,0,0,0,51.5148892816811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270833393508912
0901000010915,0,0,28.5861070980723,0,26.3880371473423,0,0,0,7.35926989738302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216208558126724
0901000010690,0,0,70.750615067729,0,10.9950154780593,0,0,0,22.0778096921491,32.1299571275456,0,0,0,0,0,0,0,0,0,0,0,0,0.0140742244185017
0901000010972,0,0,17.1516642588434,254.908588435374,8.16772578370119,0,165.218529541446,0,6.3079456263283,0,0,0,0,0,0,0,0,0,1.62500779240491,0,127.644241004897,0,0.0150829750016327
090100001092A,0,0,17.1516642588434,0,23.4560330198598,35.2839571563089,0,0,25.7574446408406,0,0,0,0,0,0,0,0,0,1.8958424244724,168.303456849535,0,0,0.011874731627431
0901000010826,0,0,12.8637481941325,0,2.93200412748248,0,0,0,5.51945242303727,32.1299571275456,0,0,0,0,0,0,0,0,0,0,0,0,0.0208412787774229
0901000010830,0,0,12.8637481941325,111.522507440476,8.06301135057682,0,0,0,16.5583572691118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169911503853355
0901000011580,0,110.515207373272,12.8637481941325,0,30.5417096612758,35.2839571563089,0,0,55.1945242303727,0,0,0,0,0,0,0,0,0,0,336.60691369907,0,0,0.0200952255942088
0901000010722,0,0,17.1516642588434,0,2.44333677290207,0,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729123167465633
0901000012269,0,0,13.7213314070747,0,5.57080784221671,0,0,0,39.7400574458683,77.1118971061093,0,0,0,0,0,0,0,0,2.27501090936688,0,0,0,0.00775233301533565
0901000012165,0,0,42.8791606471085,0,32.2520454023073,0,0,0,66.2334290764472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271226084972145
0901000012362,0,165.772811059908,19.2956222911988,0,5.86400825496496,0,0,0,71.7528814994845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219719042363763
0901000010506,0,0,2.85861070980723,0,32.2520454023073,0,0,0,29.4370795895321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373690925165423
0901000010421,0,0,36.4472865500422,0,42.1475593325607,0,0,0,49.6750718073354,0,0,0,0,0,0,0,0,0,5.68752727341719,0,0,0,0.016233875478463
0901000010455,0,27.628801843318,8.57583212942169,0,22.3565314720539,0,0,0,27.5972621151863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254855075339874
0901000011561,0,0,80.0410998746025,0,15.1486879919928,0,0,0,169.26320763981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244782451782193
0901000011769,0,44.2060829493088,53.1701592024145,0,31.3724441640625,0,0,0,242.85590661364,0,0,0,0,0,0,0,0,0,40.9501963686038,0,0,0,0.00827458354275204
0901000012324,0,0,23.5835383559097,0,15.0265211533477,0,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0135107553877318
0901000010440,0,66.3091244239631,29.1578292400338,0,22.8696321943633,0,0,0,17.6622477537193,0,0,0,0,0,0,0,0,0,4.55002181873375,0,0,0,0.0284626053838346
0901000010332,0,0,14.2930535490362,0,40.0707230755939,0,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329298049778407
0901000011951,0,110.515207373272,15.007706226488,0,43.2470608803666,0,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306018607428019
0901000011970,0,0,10.7197901617771,0,21.257029924248,0,0,0,38.6361669612609,0,0,0,0,0,0,0,0,0,0,432.78031761309,0,0,0.0238552304642199
0901000010277,0,0,0,0,6.59700928683558,0,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103147020594573
0901000010243,0,0,22.8688856784578,0,73.7887705416424,0,0,0,36.7963494869151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297247469841485
0901000010084,0,0,0,0,102.620144461887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031064984124528
0901000011792,0,0,25.7274963882651,0,45.4460639759784,0,0,0,22.0778096921491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355485414876
0901000010046,0,0,51.4549927765302,0,45.4460639759784,0,0,0,66.2334290764472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225049836753867
0901000010031,0,0,38.5912445823976,0,29.3200412748248,0,0,0,16.5583572691118,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0189932822624785
0901000012061,0,0,44.3084660020121,0,18.8136931513459,35.2839571563089,0,16.1168010752688,36.7963494869151,0,0,0,0,0,0,0,0,0,1.8958424244724,0,0,0,0.00251473615210916
0901000010173,0,0,68.6066570353735,0,34.2067148206289,0,0,0,7.35926989738302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289057923764672
090110001108A,0,0,12.8637481941325,0,6.59700928683558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110231067753356
0901100011446,0,0,0,0,34.0845479819838,211.703742937853,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,19.9063454569602,0,0,0,0.0254479887187994
0901100011450,0,0,0,0,50.5770711990728,52.9259357344633,0,0,27.5972621151863,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0261623573564826
090110001001A,0,0,6.12559437815835,0,8.37715464994994,60.4867836965295,0,0,15.7698640658208,0,0,0,0,0,28.0541387862056,0,0,0,6.50003116961965,20.6085865530043,0,0,0.0142729989184288
090110001040A,0,0,17.1516642588434,0,30.786043338566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227071095092868
0901100010607,0,0,8.57583212942169,0,62.3050877090027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313145170570097
0901100010113,0,0,47.1670767118193,0,17.9585252808302,423.407485875706,0,0,38.6361669612609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188447154228076
0901100010927,0,0,13.7213314070747,0,32.5452458150555,381.066737288136,0,0,48.5711813227279,0,0,0,0,0,0,0,0,0,6.82503272810063,0,0,0,0.0245989194503585
0901100010397,0,0,0,0,73.300103187062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240012382498497
0901100010645,0,0,8.57583212942169,0,54.9750773902965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280520056469886
0901100010950,0,0,12.8637481941325,0,57.1740804859084,635.111228813559,0,0,60.7139766534099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239511260224391
0901100011499,0,0,1.71516642588434,0,42.2208594357477,211.703742937853,0,0,154.544667845043,0,0,0,0,0,0,0,0,0,86.4504145559413,0,0,0,0.0175044691160502
0901100010058,0,0,83.6143632618615,0,18.6915263127008,0,0,0,22.0778096921491,0,0,0,0,0,0,0,0,0,8.53129091012579,0,0,0,0.0170221294505038
0901100010804,0,0,0,0,3.42067148206289,0,0,0,7.35926989738302,0,0,0,0,0,32.7298285839065,0,0,0,0,0,0,0,0.026684322344454
0901100011484,0,0,29.1578292400338,0,30.1996425130695,42.3407485875706,0,0,13.2466858152894,0,0,0,0,0,0,0,0,0,9.10004363746751,0,0,0,0.0214446114164023
0901100010325,0,0,124.349565876615,0,21.9900309561186,52.9259357344633,0,0,0,0,0,0,0,0,0,0,0,0,45.5002181873375,0,0,0,0.0291634238127641
0901100010823,0,0,0,0,3.90933883664331,0,0,0,36.7963494869151,0,0,0,0,0,98.1894857517196,0,0,0,0,0,0,0,0.022468360766552
0901100011075,0,0,8.57583212942169,0,1.46600206374124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698253921775611
0901100011291,0,0,62.8894356157591,0,38.1160536572722,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7916848489448,0,0,0,0.0297765198264715
0901100010289,0,0,6.43187409706627,0,26.021536631407,105.851871468927,0,0,5.51945242303727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181861573492254
0901100011056,0,0,30.0154124529759,0,10.2620144461887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114219957178653
0901100010306,0,0,47.1670767118193,0,43.9800619122372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028478226138673
0901100010414,0,0,0,0,30.786043338566,141.135828625235,0,0,0,0,0,0,0,0,0,0,0,0,3.7916848489448,0,0,0,0.0246471082153929
0901100010448,0,0,22.2971635364964,0,5.57080784221671,127.022245762712,0,0,48.5711813227279,0,0,0,0,0,0,0,0,0,4.55002181873375,0,0,0,0.0153129501502697
0901100011234,0,0,0,0,8.06301135057682,158.77780720339,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,8.53129091012579,0,0,0,0.00930605811008068
0901100011272,0,0,17.1516642588434,0,15.1486879919928,0,0,0,7.35926989738302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021461890568774
0901100011094,0,0,27.8714544206205,0,8.42951186651213,0,0,0,49.6750718073354,0,0,0,0,0,0,0,0,0,19.9063454569602,0,0,0,0.00476375806268005
0901100010310,0,0,100.766027520705,0,22.7230319879892,0,0,0,27.5972621151863,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.027661180348364
0901100011287,0,0,19.2956222911988,0,6.59700928683558,0,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,11.3750545468344,0,0,0,0.0192779025750797
0901100010344,0,0,74.323878454988,0,19.5466941832165,0,0,0,0,0,0,0,0,0,65.4596571678131,0,0,0,0,0,0,0,0.0214480939175521
0901100010166,0,0,0,0,107.018150653111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023405962896636
0901100011304,0,0,17.1516642588434,0,7.3300103187062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804180598827501
0901100010679,0,0,0,0,35.9170505616604,211.703742937853,0,0,38.6361669612609,0,0,0,0,0,0,0,0,0,11.3750545468344,0,0,0,0.0254388587427187
0901100011319,0,0,0,0,10.2620144461887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814670191530629
0901100010575,0,0,21.4395803235542,0,58.6400825496496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169948231156676
0901100011412,0,0,12.8637481941325,0,26.3880371473423,0,0,0,176.622477537193,0,0,0,0,0,0,0,0,0,36.9689272772118,0,0,0,0.016524412013264
0901100011111,0,0,6.43187409706627,0,30.4195428226307,0,0,0,55.1945242303727,0,0,0,0,0,0,0,0,0,14.218818183543,0,0,0,0.0199528128845649
0901100010630,0,0,42.8791606471085,0,66.7030939002264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276603757618961
0901100010202,0,0,27.8714544206205,0,20.5240288923774,52.9259357344633,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253320926550339
0901100010664,0,0,30.0154124529759,0,19.4245273445714,0,0,0,5.51945242303727,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0222395996175041
0901100010931,0,0,19.2956222911988,0,49.4775696512669,0,0,0,93.8306911916335,0,0,0,0,0,0,0,0,0,5.68752727341719,0,0,0,0.0239827366689379
0901100011376,0,0,128.637481941325,0,69.6350980277089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566697859840579
0901100010626,0,27.628801843318,0,0,27.4875386951483,105.851871468927,0,0,16.5583572691118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205556769988856
0901100010128,0,0,15.436497832959,0,23.7492334326081,254.044491525424,0,0,13.2466858152894,0,0,0,0,0,0,0,0,0,6.82503272810063,0,0,0,0.0219219518927499
0901100011249,0,0,37.7336613694555,0,29.3200412748248,84.6814971751413,0,0,61.8178671380174,0,0,0,0,0,0,0,0,0,6.82503272810063,0,0,0,0.0186395633537546
0901100011253,0,0,21.4395803235542,0,46.9120660397197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218382570347424
0901100010077,0,0,15.007706226488,0,33.3515469501132,52.9259357344633,0,0,11.0389048460745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271706765826713
0901100011361,0,0,6.86066570353735,0,10.8484152716852,42.3407485875706,0,0,114.804610399175,0,0,0,0,0,0,0,0,0,4.55002181873375,0,0,0,0.0161137688949629
0901100010096,0,0,1.71516642588434,0,27.2676383855871,84.6814971751413,0,0,22.0778096921491,0,0,0,0,0,0,0,0,0,2.27501090936688,0,0,0,0.0201785964017344
0901100011357,0,0,1.42930535490362,0,15.393021669283,70.5679143126177,0,0,99.3501436146708,0,0,0,0,0,0,0,0,0,13.2708969713068,24.043350978505,0,0,0.0116581299067783
090110001147A,0,0,0,0,28.8313739202444,0,0,0,80.9519688712132,0,0,0,0,0,0,0,0,0,3.7916848489448,0,0,0,0.0191800365703589
090110001122A,0,0,0,0,14.6600206374124,0,0,0,7.35926989738302,0,0,0,0,0,0,0,0,0,3.7916848489448,0,0,0,0.0246922295090913
0901100011145,0,0,5.71722141961446,0,2.44333677290207,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58336969788959,0,0,0,0.00570419979955121
0901100011342,0,0,21.4395803235542,0,3.6650051593531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937452082230737
0901100010594,0,0,8.57583212942169,0,41.41455830069,0,0,0,5.51945242303727,0,0,0,0,0,0,0,0,0,5.68752727341719,0,0,0,0.0290522828439839
0901100010039,0,0,44.5943270729928,0,26.9744379728388,296.385240112994,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,9.10004363746751,0,0,0,0.0177460325327764
0901100010999,0,0,8.57583212942169,0,27.4875386951483,52.9259357344633,0,0,0,0,0,0,0,0,0,0,0,0,5.68752727341719,0,0,0,0.0273478661106227
0901100010984,0,0,41.1639942212241,0,25.2152354963493,127.022245762712,0,0,132.466858152894,0,0,0,0,0,0,0,0,0,27.3001309124025,0,0,0,0.0172616226726867
0901100011427,0,15.7878867676103,23.2772586370017,0,29.7388990073223,514.1376614205,0,0,63.079456263283,0,0,0,0,0,70.135346965514,0,0,0,34.1251636405032,0,0,0,0.0156690530735124
0901100011431,0,0,42.8791606471085,0,25.7597505485961,60.4867836965295,0,0,97.7731572080887,0,0,0,0,0,84.1624163586168,0,0,0,58.5002805265768,41.2171731060085,0,0,0.013630924800565
0901100010946,0,0,22.2971635364964,0,26.9744379728388,381.066737288136,0,0,30.9089335690087,0,0,0,0,0,0,0,0,0,6.82503272810063,0,0,0,0.0234039435877588
0901100010772,0,0,46.3094934988771,0,21.1104297178739,0,0,0,22.0778096921491,0,0,0,0,0,78.5515886013757,0,0,0,20.4750981843019,0,0,0,0.0110544924902258
0901100010433,0,0,55.742908841241,0,23.8225335357952,1005.5927789548,0,0,16.5583572691118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235431846285823
0901100010452,0,36.8384024577573,27.1568017431687,0,43.0027272030764,1587.7780720339,0,0,103.029778563362,0,0,0,0,0,0,0,0,0,36.0210060649756,0,0,0,0.02050414932374
0901100010363,0,0,85.7583212942169,0,57.907081517779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301830104682815
0901100010378,0,0,68.6066570353735,0,32.2520454023073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020681322110271
0901100010132,0,0,99.4796527012916,0,22.8696321943633,423.407485875706,0,0,13.2466858152894,0,0,0,0,0,0,0,0,0,22.7501090936688,0,0,0,0.0218414312958281
090110001026A,0,0,30.0154124529759,0,46.1790650078491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197615794907857
0901100010255,0,0,0,0,70.3680990595795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171281746644234
0901100010240,0,0,17.1516642588434,0,28.5870402429542,105.851871468927,0,0,5.51945242303727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165262049290643
0901100010170,0,0,0,0,23.4560330198598,84.6814971751413,0,0,8.83112387685963,0,0,0,0,153.860992301112,0,0,0,0,18.200087274935,0,0,0,0.0178787573410446
0901100010185,0,0,6.12559437815835,0,20.5240288923774,90.7301755447942,0,0,15.7698640658208,0,0,0,0,201.484632775266,56.1082775724112,0,0,0,3.25001558480982,0,0,0,0.011665458088506
0901100010274,0,0,17.1516642588434,0,28.342706565664,0,0,0,7.35926989738302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160579100269673
0901100010151,0,0,0,0,25.6550361154717,264.629678672316,0,0,5.51945242303727,0,0,0,0,32.054373396065,0,0,0,0,0,0,0,0,0.0228100703882151
0901100010382,0,0,102.90998555306,0,27.1210381792129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164966419947361
0901100010359,0,0,85.7583212942169,0,52.043073262814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266515213420631
0901100010819,0,0,4.28791606471085,0,21.9900309561186,0,0,0,55.1945242303727,0,0,0,0,0,0,0,0,0,17.0625818202516,0,0,0,0.0161775387443175
0901100010147,0,0,25.7274963882651,0,27.2676383855871,1820.65218926554,0,0,39.7400574458683,0,0,0,0,0,0,0,0,0,2.27501090936688,0,0,0,0.0215946202932077
0901100010753,0,0,5.71722141961446,0,26.1437034700521,1058.51871468927,0,0,103.029778563362,0,0,0,0,0,81.8245714597663,0,0,0,15.1667393957792,0,0,0,0.0142204863160235
0901100010043,0,0,65.1763241836049,0,23.4560330198598,1058.51871468927,0,0,114.804610399175,0,0,0,0,0,0,0,0,0,4.55002181873375,0,0,0,0.013696651291595
0901100011338,0,0,12.0061649811904,0,8.79601238244744,84.6814971751413,0,0,26.4933716305789,0,0,0,0,0,0,0,0,0,2.27501090936688,0,0,0,0.010974605229666
0901100011465,0,0,0,0,19.7910278605067,0,0,0,110.389048460745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106347285475872
0901100011268,0,0,22.2971635364964,0,22.2832313688668,169.362994350283,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,6.82503272810063,0,0,0,0.0161677037609799
090110001065A,0,0,0,0,33.7180474660485,423.407485875706,0,0,16.5583572691118,0,0,0,0,0,0,0,0,0,8.53129091012579,0,0,0,0.0217479462705834
0901100011395,0,0,0,0,17.2255242489596,0,0,0,66.2334290764472,0,0,0,0,0,49.0947428758598,0,0,0,5.68752727341719,0,0,0,0.015133810949363
0901100011535,0,0,0,0,39.0933883664331,0,0,0,139.826128050277,0,0,0,0,0,130.919314335626,0,0,0,0,0,0,0,0.0188258155246532
0901100011380,0,0,8.57583212942169,0,54.6085768743612,0,0,0,22.0778096921491,0,0,0,0,0,0,0,0,0,2.8437636367086,0,0,0,0.0263017052351968
0901100010217,0,0,60.0308249059519,0,42.0253924939156,0,0,0,14.718539794766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239753158740564
0901100011323,0,0,0,0,8.79601238244744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207746153162281
090110001154A,0,0,0,0,4.39800619122372,0,0,0,73.5926989738302,0,0,0,0,0,0,0,0,0,0,144.26010587103,0,0,0.0256607332801048
090110011072A,0,0,6.43187409706627,0,28.0372894690512,52.9259357344633,115.652970679012,0,102.109869826189,0,0,0,0,0,135.010542908614,0,0,0,17.0625818202516,126.227592637151,0,0,0.0252856070313103
0901100111037,0,0,3.21593704853314,0,19.2412770866038,105.851871468927,173.479456018519,0,88.3112387685963,0,0,0,0,0,12.273685718965,0,0,0,8.53129091012579,162.292619104909,0,0,0.0162023875883054
0901100111041,0,0,0,0,17.2255242489596,158.77780720339,693.917824074074,12.0876008064516,93.8306911916335,0,0,0,0,0,85.9158000327547,0,0,0,14.218818183543,90.1625661693937,0,0,0.0140658201126124
0901100211003,0,0,85.7583212942169,0,27.0163237460886,0,0,0,476.249894787787,0,0,0,0,0,84.1624163586168,0,3068.03411513859,0,16.2500779240491,453.388904166094,0,0,0.0177190583847396
090110021115A,0,0,31.4447178078795,0,37.1387189481114,0,0,0,371.643129817843,0,0,0,0,0,49.0947428758598,0,0,0,17.0625818202516,192.34680782804,0,0,0.0190281480936312
0901100210787,0,0,0,89.218005952381,13.4872189864194,0,0,0,44.1556193842981,0,0,0,0,0,0,0,0,0,9.10004363746751,86.5560635226179,0,0,0.0141265091690349
0901100210791,0,0,0,0,3.22520454023073,0,0,0,8.83112387685963,0,0,0,0,0,19.6378971503439,0,0,0,2.27501090936688,28.852021174206,0,0,0.0137945077955704
0901100211018,0,0,25.7274963882651,0,26.3880371473423,0,0,0,62.5537941277557,0,0,0,0,0,16.3649142919533,0,0,0,26.5417939426136,48.08670195701,0,0,0.022423649005158
0901100211022,0,0,20.0102749686506,0,10.0176807688985,35.2839571563089,0,0,62.5537941277557,0,0,0,0,0,16.3649142919533,0,0,0,3.7916848489448,0,0,0,0.0116580293062431
0901100240749,0,0,0,0,3.42067148206289,0,0,0,36.7963494869151,0,0,0,0,0,130.919314335626,0,0,0,0,0,0,0,0.0155565765528689
0901100241183,0,0,0,0,7.9164111442027,0,0,0,97.1423626454559,0,0,0,0,0,157.103177202751,0,0,0,4.55002181873375,28.852021174206,0,0,0.0172208776158874
0901100241408,0,0,0,0,8.79601238244744,0,0,0,44.1556193842981,0,0,0,0,0,49.0947428758598,0,0,0,0,36.0650264677575,0,0,0.00970574323163181
0901100240734,0,0,7.14652677451808,0,22.7230319879892,105.851871468927,0,0,91.9908737172878,0,0,0,0,0,147.284228627579,0,0,0,5.68752727341719,0,0,0,0.0165203363960298
0901100261164,0,0,1.71516642588434,0,12.0212169226782,0,0,251.422096774194,17.6622477537193,0,0,0,0,0,58.9136914510318,0,0,0,0,0,0,0,0.0121958535608013
