V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57
0.238888275549194,0.134877378599998,0.0868600851723568,0.0562427633295654,0.06442851886564,0.0409492122437193,0.048141349046097,0.0440418615796901,0.0384674057892348,0.0347172767440153,0.0290113335787553,0.018938339745927,0.0235648585484236,0.0296704813370065,0.0375931225619236,0.0304495917075926,0.0409824974851124,0.0318798029477417,0.02148586223793,0.0160779264460328,0.0234790767189974,0.0180181137847212,0.0135854289179022,0.0154720293727494,0.0180627953664363,0.0110705705274025,0.00430875281012983,0.00561266440733071,0.000393761695357726,-0.0054382430423998,-0.0142703013112409,-0.0236956078013967,-0.0158185549364485,-0.00742077891740821,-0.0126319341737327,-0.0138718662268194,-0.006316845015218,-0.0158880578505607,-0.0123595865263728,-0.014595449082219,-0.019303255523292,-0.0191995199591235,-0.024831251037493,-0.0271022945540226,-0.024054759139948,-0.0225164431554776,-0.0200432948696262,-0.0216921211778016,-0.0143390659338773,-0.0303865293659936,-0.0237078609987505,-0.0154117535545016,0.00318922889602103,-0.00426020731443683,-0.0173588244738093,-0.0194425518350519,0.0159583424670798
0.215052846990493,0.129828091503637,0.0965617892057239,0.0743798000894889,0.0545771181446444,0.0457673518509347,0.0516437879904423,0.0338329389586674,0.0213992732185634,0.025445473547973,0.00450134752362805,0.00340185001172719,0.00277942597083546,-0.00736301175488824,-0.0120796744353877,-0.00832318688673676,-0.0189195241599027,-0.0215211273945925,-0.0297936382269606,-0.0253430740736772,-0.024798601121725,-0.0273064428831111,-0.0182878309622902,-0.000362038639615342,-0.0104553754489333,-0.0172767940192475,0.000686115245021535,0.00380000134975439,0.0115077191173142,0.0123375487876286,0.000320981249332452,0.000126346911103484,-0.00101095218715268,-0.000760305872572492,-0.0214348436285842,-0.0122618439519937,-0.00753220709933533,0.00602578101452254,0.0184996593594727,0.000488582627268439,0.0233936760555786,0.0160719632936801,0.00540258829653124,0.00173922561841676,-0.0076300344649362,-0.0109384245293543,0.011916264307406,0.0207583969388999,0.00718297992107279,-0.00574236761188278,-0.00647292820890979,0.0108064818701228,0.00381612236935566,-0.0133133786730324,0.00892946641004364,0.0152111846489653,-0.00121193709930008
0.221724087354451,0.109188451724203,0.0834120744365741,0.060177253856475,0.0511906244813526,0.0536547781659168,0.0596373196270655,0.0467772078492645,0.04181124206325,0.037483727702639,0.0352024992253401,0.0462943152724496,0.0351781146524421,0.0289605433965736,0.0267302549323564,0.0233799429579953,0.0238006689920271,0.0161657308255137,0.00985206058911169,0.00495751118067559,0.00804378125803741,0.00761660286540683,0.00125192203332448,-0.00945069613274118,-0.00165888008866178,-0.0112434556300361,-0.0212185229263598,-0.0392381797923471,-0.0316616600205169,-0.0428409140087936,-0.0458818846474944,-0.0389355208537705,-0.0309866143025791,-0.027372395231075,-0.015458291321735,-0.0261711925032037,-0.0277094367247789,-0.0346440316357026,-0.0224587768045209,-0.0140790004517604,-0.01599749650259,-0.020041656869276,-0.01897142960435,-0.0102108980891147,-0.00743005440012154,-0.0117040899964703,-0.0172296733232588,-0.0151546258132044,-0.00782550803118079,0.000630392500654656,-0.000750171078748304,-0.0237079549919968,-0.0011733758704443,0.00790208557090054,0.0113743476802075,-0.00106935949013497,-0.0118567103689856
0.214619348737823,0.129739622307219,0.099718743216271,0.0660121124205372,0.048899243193984,0.0576778460159819,0.052749256836968,0.044204329464376,0.0468340126869024,0.0410798189741013,0.0328461453568056,0.0326442423587499,0.0249624127081562,0.0264545324683023,0.027331235327257,0.0326105115692458,0.0326239280747764,0.0270821431290254,0.0216952830703711,0.0149962699102177,0.0174857812044566,0.00903285568976445,0.0094516137578342,0.0108839463416429,0.00540481424966581,-0.00250927527869116,0.00211141297134634,-0.00259476104356157,-0.000878853626410771,-0.0111356187527028,-0.0139635083442936,-0.0132065078556671,-0.00759913385476505,-0.013215836309809,-0.024533421933959,-0.0379948290977728,-0.04648963179551,-0.0452140266557707,-0.0282046777067453,-0.0189390756826159,-0.0291462541504679,-0.0344942828497929,-0.0405294948324497,-0.0196808582855493,-0.013801053752693,-0.00359803274423966,-0.0173677970915386,-0.0233241331282273,-0.0208120783492508,0.000163656612768867,0.000363741604169572,-0.0167410752652657,-0.0232897288330868,0.00722653954586414,0.0189802091419502,-0.00971048312595435,0.00130905945458972
0.228980478017692,0.139942384949646,0.116798389292773,0.0814490246571797,0.0700396072614215,0.0512047810447522,0.0373984368745518,0.0314684663557245,0.0257649831972714,0.0297138052592521,0.0253225050706245,0.0280352671664911,0.00665394784550746,-0.00489677841858148,-0.0119039227359458,-0.0161615538979777,-0.0132251060303034,-0.0140051639995283,-0.00375531885112682,-0.000955470153511045,0.00668899770772316,0.00955844761081886,0.0109119816752582,0.013406006144795,0.0224366194790614,0.0188198434359992,0.0171184761275448,0.00396763674541175,0.00209713735655791,-0.00166957867588538,0.0113377888777428,0.0167940851721889,-0.00172817662933463,-0.00462019656083827,0.011480942621263,0.0167308192553353,-3.00741940554555e-05,-0.023624923120127,-0.0105638389582417,0.00330941424246728,-0.00281424702037868,-0.0112070861047441,-0.0070718180784653,-0.00987260688668404,-0.0203592255004523,-0.0379803731900735,-0.038346484201791,-0.0290749024129325,-0.00667825573912523,-0.0166034537151102,-0.0300593951391596,-0.034798793865288,-0.017330042351193,-0.00356765997474449,0.00394455625710319,6.22440102440529e-05,0.014744946160008
0.220870044217576,0.122939991020549,0.0901740349148642,0.070913143055972,0.0586540525271682,0.0576996819048093,0.0493322758406817,0.0279018046310945,0.0182829478127011,0.0145535502199951,0.00263124612855306,0.00362382812606018,0.00353468174385278,0.00535195122585895,0.00829871103121111,0.00899790347306555,0.0110063515601699,0.0208012207811908,0.0189804622358493,0.0202807386403044,-0.00486968572917182,-0.0157305789351032,-0.00999898383695011,-0.0253766354878366,-0.0128887508895486,-0.0182358579959349,-0.0241709691316372,-0.0245021682436159,-0.0166436598965378,-0.00663716756656174,-0.0099243201885804,-0.0212398441918403,-0.000632490036486462,-0.00887962142909435,-0.00637870879709191,-0.0207825072242247,-0.00907902954217143,-0.0055153001684323,-0.00396948131865364,-0.00764189176086721,-0.0142243392116044,-0.00683489172617951,0.00147280135832971,0.00806495458789827,-0.00396024097932843,-0.00149984308599388,0.0190958475627418,0.0295149078138125,0.000511238635249637,0.00408061577881087,0.0133249463792442,0.00961816702252653,0.0198252534099415,-0.000990493178238613,-0.00789781417682672,-0.0103019513981089,0.00228823736533693
0.230170478197123,0.137964590639507,0.102138039438851,0.0774448954234189,0.0819718677398316,0.0667879549330606,0.0509435058099279,0.0572403082056483,0.0478136763006366,0.0521310038468945,0.0297941613045955,0.0169333323619512,0.0151755910126933,0.0113914735289849,0.00746870273290395,0.0257833442824069,0.0249458373389604,0.0258394929661116,0.0261135257296813,0.0306136888111282,0.0284105212764903,0.0382692148138788,0.0233354467406543,0.0355748881228342,0.0393682916171683,0.0388462503272866,0.0246659184502985,0.0164699976932896,0.00876764761850261,-0.0137980559529708,-0.00782623388534327,-0.0138848699435005,-0.0233149235017242,-0.0142194417576112,-0.0209519531324109,-0.0271617560640217,-0.012036842911824,-0.00551857253268681,-0.0198860091584001,-0.00267328595308354,-0.00674300839986842,-0.0185794147847585,-0.0052025716988189,-0.00387747406727914,0.0237327402827422,0.012165063815862,-0.00012790320859505,0.00226803552688229,0.0135226208129923,0.00348050178934067,0.00218867153068923,0.00684930677416396,0.00858441459392485,0.00600146436740284,0.0109760426782106,0.00610281333051706,0.0182693932421891
0.234305800846693,0.131019523783993,0.0973266033881069,0.0735874855020417,0.0586266414464531,0.0500494268377049,0.0498993667869701,0.0330049287388243,0.0291361833279564,0.0214514445726716,0.0113089255128447,0.00741207305667212,0.000377461235858307,-0.00273676392648938,0.00108309948007379,0.00106649305836274,0.00635526797667282,-0.00649305302332582,-0.0134836392851659,-0.00117449663137614,0.0122868172963537,0.0363694084273982,0.0247799484749588,0.0086812751335536,0.0187621931030365,0.00355725242498446,0.00784026574440888,0.0377906002338323,0.0244027917943965,0.0128495278451894,-0.00407443657752544,-0.00867458748126445,-0.0049275012975755,-0.00966499085585491,-0.0134455483821222,-0.010241317920131,-0.0195677153414806,-0.0358165073678195,-0.0346512202106341,-0.0354601440170855,-0.0314519188257698,-0.0257946159663071,-0.0306073913702998,-0.0374536192586213,-0.0300302649283099,-0.0293285761292156,-0.0246567775613603,-0.0223855188410193,-0.0153627017834021,-0.0092385445217852,-0.0101096389172104,-0.00561224319679897,-0.0132026375806496,-0.00509786261288203,-0.00829003129496504,-0.00739370036484127,-0.0162802935450857
0.234077758038491,0.152546738349505,0.112014494636988,0.0960828407906817,0.0869955591038583,0.0634813895625628,0.0537951148299924,0.0460334246872085,0.0455069040543332,0.0479256837562137,0.0333684851246602,0.011584487439204,0.00189586160824444,0.00292508867182944,0.00685141806775953,0.00528067265880031,0.00543532828918467,0.00446352127130711,0.0041608112860394,0.00208411551794695,-0.00890682176715007,-0.0118343556901444,-0.0118708564215188,-0.0225729616544651,-0.013536898282987,-0.0101518762711278,-0.00413559374280527,0.00584419253410685,0.0123643530790555,0.0117528837725389,0.00321069999305032,-0.0106071232220688,-0.039142996450775,-0.0383471302453734,-0.0409323606664768,-0.040811274381077,-0.0368149201444197,-0.0203394112003823,-0.0178354459129148,0.0116032853808181,0.0104130387179616,0.0269810622527438,0.0283776698357311,0.0239854955681859,0.0215713468195208,0.021464073183669,0.00969390440947658,0.0123835149380596,-0.0116370754611482,-0.0312701464399769,-0.0295711900650882,-0.0356954734803986,-0.0276736848661806,-0.00909058773084353,0.00692778463526313,0.0181178465782689,0.016066393990276
0.214363485414783,0.136171516127703,0.111822598617771,0.0829299618697914,0.0527247263733542,0.0365710793088687,0.0209788355042512,0.00319467930954487,0.00485807001982367,0.0018422959867357,-0.00627870246293906,-0.00613980463532017,0.000648060731996465,-0.00875879035362077,0.0025557212386013,0.0202998438406881,0.00867172251536067,0.000675783887168219,-0.000483826359103427,0.00841443153122303,-0.00754489044111496,-0.0217830483299023,0.00152848474812036,-0.00895218247161596,-0.00358251871444694,-0.0153262875291745,-0.0188190445410312,-0.00811367047180868,-0.019452727609196,-0.0273129787685716,-0.0290273243273416,-0.0169084786591444,-0.0109799491663043,0.00286859248172317,-0.0201108227853329,0.00197007401169248,0.00794566407645234,-0.00224449231319939,0.000376657006195827,0.00351749249299324,-0.00204349245738384,0.0190492798470302,-0.0120977723856277,-0.0346213500111646,-0.0171851748956322,-0.0212946088352736,-0.0241428716630107,0.0187196360930528,-0.0159503118824544,0.0245544550638088,0.0189593362987835,0.00460374061151288,0.0174201481460171,0.00650540320251253,0.00887964408130709,-0.0278878756339725,-0.0271541344911621
