V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
0.187621075207441,0.101505094450524,0.0774943971760766,0.0542297441012109,0.0485903095164325,0.0413752621690275,0.0526305802369362,0.031219375426461,0.0242964741462428,0.0316663671757189,0.0282709677244715,0.0284825217221109,0.0111467170287346,0.0226145851583547,0.00680426691415,0.0168879283147324,0.0105385682921811,0.0185380976471093,0.0171166509514688,0.0209691263899813,0.00601396250241326,-0.0122690461926832,-0.0160305115086257,-0.00940607182372971,-0.0258232971364043,-0.0275977393775397,-0.0251051006196875,-0.00578316196278566,-0.00566612608038622,0.00743049689920679,0.00831053406425446,-0.00266529744732968,-0.00828596659329882,-0.00662221926581903,0.0130345946469915,0.00705425868029889,0.0160754003109793,0.014647101416723
0.194454237024789,0.101920453379271,0.0765678051241896,0.0434104171060468,0.0190479762137654,-0.00977520159397223,0.00114804173596542,0.00187933993058019,0.0189767701541941,0.0216084808854163,0.0162474276779862,0.0160489540473889,0.0102715416776734,-0.0135159268874209,-0.00504678998855539,-0.0135332122191274,-0.0215194018750172,-0.0136680004581639,-0.0225797981066902,-0.0194500944453717,-0.0251552476764023,-0.0213179050206695,-0.0216130519726215,-0.0159366438354731,-0.00544766291660362,0.0116572332946268,-0.00292718123901671,-0.00420583954245593,-0.0046363860217262,0.0209742782512589,0.0152087535611039,0.0239286245499093,-0.0167145318249073,-0.00404090108415396,0.00571245035488128,0.0179739444130037,0.000546470067411557,-0.00270111119654837
0.203258125710355,0.0848204043396008,0.0637495953878789,0.0405685940936958,0.0232169455678927,0.00905290628148357,0.00228103458912072,0.0110313033239093,0.0121243221664662,0.0234507447190559,0.0386785654876424,0.0127536377565064,-0.0189789940366181,-0.0102704615532903,-0.000439475609602044,0.0301614764175036,0.00210440619417927,0.00124469994248805,-0.00932262858965469,-0.0264596325117313,-0.00204945348522225,0.00132169452986287,0.00895605056855944,0.0195124510956277,0.0177971697434737,0.0042175708766324,-0.00640331433165903,-0.0181184618437072,0.000186539777323036,-0.00311832973415707,-0.00756271486815533,0.0163907954519957,0.0216826145829128,0.0146459470129816,0.0245550479427721,0.0228111494136748,0.0121259653123983,0.0176350444948366
0.191446406079083,0.106044875677267,0.0647317427165686,0.0603631367646718,0.0490626140297207,0.0393793999004343,0.0414826872004843,0.0414681244415906,0.0408282365276116,0.038456993566188,0.0354023046409528,0.0360708345294385,0.0365403284427327,0.0364147644169108,0.0380849481004793,0.0323243785568624,0.0256399394836489,0.0230948959680626,0.0260637796088513,0.0241202086460503,0.0230507479397752,0.0221989630208352,0.0146717308403165,0.0290158679564208,0.0290625434846575,0.0363532130388206,0.0353597067257686,0.0339290290243822,0.0380683705516834,0.0252068226296606,0.0209470943403442,0.0305146952435996,0.0351666301609393,0.0246540404116028,0.0177580799867806,0.0191547815141948,0.023636424552034,0.0272571954765702
0.208558078449476,0.11403789430416,0.0887472177866365,0.0790770034944902,0.0648158246969711,0.0597757842229405,0.0448537341342437,0.0492452129503883,0.041362037693591,0.0400776700565569,0.032757289438879,0.0273891532670156,0.0222998286218497,0.0196224130783091,0.0217427884956357,0.0173967338071293,0.0019691913099246,-0.00345355394202083,-0.0185408790665828,-0.00503187028896906,-0.00263952010012503,-0.0131547056550722,-0.0234308481653549,-0.0178740035010385,-0.00790484882518047,-0.0165706471807177,-0.0110792613324626,0.000847820862387505,-0.0279415532692967,-0.0198879267420976,0.00734633369648495,-0.00880147963548368,-0.00380332547283884,-0.00568512420360438,-0.00396976604757182,0.00398768781006235,0.0142803061655071,0.00197458804937662
0.186001778632719,0.109812659710309,0.0605466072044097,0.0497344285627665,0.0419445574992271,0.0379069610183159,0.0375124701835037,0.0374803644070331,0.043204551432263,0.0211192827603697,0.0267153619287417,0.00886295299614699,-0.0058087502899163,-0.0206626106400931,-0.0327837814002355,-0.0402277387276308,-0.042751208534688,-0.0336254572095489,-0.0404548914089959,-0.0393334013018638,-0.0310752981828401,-0.0215172712631045,-0.0197520880051154,-0.00534419967994126,-4.95310094643464e-05,0.0139008056597556,0.025302217077567,0.0356193930776239,0.018763842480762,0.037391951246929,0.0162722134271203,0.0056682415290182,0.00699330079708144,0.00586315367694442,-0.0110474923924468,-0.00706880113501844,-0.0230851960978635,-0.0179589215429056
0.2014034252043,0.105967600785545,0.0538987908135293,0.0393047317501924,0.0323040834766962,0.0148492257475268,0.00995728193691256,0.0215499933521779,0.0261866789307271,0.0266543816552672,0.0136002169400471,0.0171650558530086,0.00962884831256595,0.00229139218268573,-0.00360933315265268,0.00583900106516221,-0.0028158023848365,0.000498710881618543,-0.00771308682830216,-0.00847050254314126,0.0163461498079889,0.0141455598218794,-0.00307658569248965,-0.00434478642262239,0.00218376731285691,0.00408103441993639,-0.0118898745553076,-0.0142119667486255,-0.00464974570158927,-0.00458500962141615,0.00500224512774617,0.00436034340981659,0.0124834051307564,0.005049328197229,-0.00908352427314613,-0.0248177009755372,-0.010192684702845,-0.0267690244014866
0.191643145606076,0.11222758237881,0.0707695740755271,0.0452849840370204,0.0508984553022291,0.0315397131312835,0.0269831917089609,0.015010805407099,-0.0113665128336714,-0.00174114183285028,0.00229813297224716,0.00859978791312207,0.0112684969099902,0.030033183555435,0.0292674255395465,0.00807014929695887,-0.00621117234074541,0.00313319821129316,-0.00465919454284739,-0.0296957018556928,-0.0305597681831531,-0.0134720580006483,0.00825431155321076,0.0157444335308532,0.0266623296380739,0.0124231454542874,0.0179981735769039,0.00769233216657225,0.0106258800044007,0.0204235862326169,0.00168383032148993,0.0205278076267945,0.0299623344231449,0.0237062577098133,-0.00104178355550762,0.0148709242819115,0.0102524276746802,-0.00335336822747818
0.179958663711637,0.103307800469956,0.0591512389280182,0.0363212130693378,0.0291104841166152,0.0263788887795084,0.023702158731817,0.0213854456234502,0.0152144144821221,0.0256593628505501,0.0289835077081177,0.0219671280305014,0.0132937166760298,-0.000498049205612827,-0.0116811183258418,-0.00304947737405876,0.00327592941202134,-0.0204012468283827,-0.00186337910427847,-0.0138789252040271,-0.0116183454690529,-0.00882421829388594,-0.0141663432237792,-0.0237176209844389,-0.0184933273220345,-0.0207223105464517,-0.00489516200315498,-0.0126009036645118,-0.00490137705465588,0.0202192215065249,0.022207097140158,0.0180140946022203,0.00284580227782581,0.0046792121475069,-0.00137826274090329,-0.0073869782004611,-0.00915848662348598,-0.000535126535315092
0.193725834451884,0.0957567592389097,0.067271684551218,0.0595199131368575,0.054631171295717,0.0205591921516891,0.00474874848355797,0.0140749410881556,0.00358248786207086,0.00353831266946623,0.00150386262714297,-0.00246425513277248,-0.000386374236046302,-0.0145595339359968,-0.0168156228118822,-0.0109546482905653,-0.0163271491550912,-0.00553934855924457,-0.00664511048897085,0.000147983582583765,-0.00951813554333011,-0.0092517544847873,0.00218279894343943,0.0140834259222069,0.0286473260709933,-0.00329996231291731,-0.0045224393486076,-0.00578639512511224,-0.000496699616023349,-0.00780375203334055,-0.0134327490941906,-0.0281221523179885,-0.0193080549848165,-0.0306099032700831,-0.0146616454879258,-0.0280577533948867,0.00849752944254314,0.0184278978987794
