ac,dist,lci,uci
0.850323243976075,0,0.200417498203857,0.24743597266041
0.77393602826812,2,0.109015984167742,0.157649370260314
0.721195229780837,4,0.0749333662262552,0.116250498637073
0.677457666151794,6,0.0521583084672569,0.0928077978160766
0.634367563908617,8,0.0370785459462173,0.0812766281959439
0.601745262717531,10,0.0191576382023054,0.0686016195534802
0.571310207198949,12,0.0180777458523152,0.063556276418657
0.549941898040529,14,0.0108455111349209,0.0607680562299823
0.533719549249124,16,0.00478899918912677,0.0548942825667754
0.511053594456772,18,0.00160419319211156,0.0504731912744204
0.480284306618841,20,-0.00736901654946964,0.0449638178862381
0.449420657091866,22,-0.00895047500648937,0.048644166578973
0.419330160242544,24,-0.0102450671561423,0.0401794002948865
0.3873166923124,26,-0.0190094917976451,0.0399962256342495
0.360034048945101,28,-0.0228508925518877,0.0376194080407907
0.336971935742416,30,-0.0251437652470559,0.0324263333771877
0.318180498256883,32,-0.0267957377527979,0.0337602856504554
0.299196724733335,34,-0.0220995823444875,0.0409075391166026
0.275049743327316,36,-0.0273018705651331,0.0337496762699815
0.257982264725515,38,-0.0243177500577309,0.0332141819976445
0.234484073720255,40,-0.0228007182463827,0.0381002004614322
0.205105605562349,42,-0.0256931344339375,0.0377416415734646
0.177261483220459,44,-0.0262915358333427,0.0379291202845009
0.145198471148992,46,-0.0318752248466947,0.0380677527530246
0.111578265240493,48,-0.0259969374829487,0.0381642628878701
0.0829917829762837,50,-0.029924249876567,0.0381795017996325
0.0496356315506067,52,-0.0290038756513531,0.0365678867817492
0.00703288884451683,54,-0.0353753588597766,0.0377570353478369
-0.0399796081501271,56,-0.0296931192053852,0.0331192214890652
-0.0824594593651056,58,-0.0375544078940781,0.0390044296554244
-0.113468223945885,60,-0.0372759357266583,0.0349650718471531
-0.150667317972962,62,-0.0335996265648638,0.0332820179866432
-0.186155546643296,64,-0.0308545142927163,0.033144409187422
-0.201231729648621,66,-0.02979122000322,0.0296133134403332
-0.207240336265272,68,-0.0369645834030011,0.0325825294523758
-0.226256940298698,70,-0.0360200009226926,0.0273548780446915
-0.235513627849876,72,-0.0383183148557044,0.0303627960521681
-0.24060094612404,74,-0.033803182198268,0.0283241148187338
-0.242563969631055,76,-0.0314457957160719,0.027977425819206
-0.242095255668909,78,-0.0339107137948501,0.0265116578585754
-0.24670692233264,80,-0.0339616853948406,0.0293381441849375
-0.241209654962512,82,-0.0353829536024781,0.0261577111678437
-0.231391219728824,84,-0.0382488222009749,0.0291029242488829
-0.214868743397924,86,-0.0372590233862323,0.0288043127145831
-0.19945069922221,88,-0.0319663270942446,0.0331966122872301
-0.180701854648139,90,-0.0313661353779101,0.0305987007185654
-0.162269035504012,92,-0.0316013517247767,0.0313997092312598
-0.156897524576737,94,-0.0281072399486534,0.0282758356338315
-0.148366618606026,96,-0.0303415202482205,0.0283666231369822
-0.138996684135764,98,-0.0306148551415108,0.0259746876934414
-0.126506001887255,100,-0.0314440039458068,0.0281070237444461
-0.105516979292855,102,-0.0339696175059558,0.033632208126452
-0.0937683319654755,104,-0.0328431265640336,0.0312006953987701
-0.0718003724776116,106,-0.02517443568715,0.0364193737992847
-0.0424286116856539,108,-0.0305217602661332,0.0318830472969365
-0.0323517832807031,110,-0.0275788805535651,0.0359143223981817
-0.0114104359996329,112,-0.0270298783012315,0.0299024685794207
