room_id,room_type,city,price,latitude,longitude
10332247,Private room,Ciudad de México,12.0,19.443956,-99.143892
9856613,Private room,Mexico City,26.0,19.426222,-99.155126
11464206,Private room,Colonia Juárez,20.0,19.429425,-99.156471
12366514,Private room,Del Valle Norte,20.0,19.395623,-99.169977
5708004,Private room,Ciudad de México,90.0,19.434311,-99.194033
9940461,Private room,Ciudad de México,16.0,19.374142,-99.164799
9015069,Private room,Colonia Juárez,31.0,19.43042,-99.154832
10021598,Private room,Ciudad de México,18.0,19.418965,-99.152504
7852796,Private room,Ciudad de México,25.0,19.378076,-99.166885
9516301,Private room,Mexico City,20.0,19.406546,-99.172479
6375397,Private room,Ciudad de México,20.0,19.415056,-99.154088
6337991,Private room,México,34.0,19.436726,-99.193829
5837676,Private room,Ciudad de México,52.0,19.430243,-99.200227
13987387,Private room,Ciudad de México,33.0,19.373293,-99.185389
14472514,Private room,Ciudad de México,20.0,19.403452,-99.174573
3847595,Private room,Mexico City,37.0,19.41063,-99.173963
12807418,Private room,Ciudad de México,28.0,19.401111,-99.172875
13245153,Private room,Ciudad de México,16.0,19.401597,-99.171621
6288769,Private room,Escandón I Sección,26.0,19.402412,-99.180671
13101167,Private room,Ciudad de México,53.0,19.432737,-99.183548
11931045,Private room,Ciudad de México,14.0,19.422115,-99.152574
5415152,Private room,Ciudad de México,26.0,19.408422,-99.171868
13392070,Private room,Ciudad de México,26.0,19.433259,-99.186919
2257525,Private room,Mexico City,16.0,19.402417,-99.181813
10577587,Private room,Ciudad de México,21.0,19.399584,-99.172225
13059660,Private room,Mexico City,36.0,19.417399,-99.149048
14484648,Private room,Ciudad de México,44.0,19.402682,-99.170665
13283859,Private room,Ciudad de México,15.0,19.421912,-99.153026
12190835,Private room,Mexico City,48.0,19.408722,-99.169874
14317545,Private room,Ciudad de México,16.0,19.420029,-99.152348
7633535,Private room,Ciudad de México,31.0,19.415382,-99.168673
4856567,Private room,Ciudad de México,124.0,19.406154,-99.172452
1144478,Private room,Mexico City,14.0,19.423963,-99.151641
14417024,Private room,Ciudad de México,34.0,19.409795,-99.171986
6512041,Private room,Ciudad de México,53.0,19.434595,-99.208082
10888574,Private room,Ciudad de México,31.0,19.407524,-99.168793
11321588,Private room,Ciudad de México,15.0,19.408264,-99.169119
11592212,Private room,Ciudad de México,28.0,19.403723,-99.170502
10765942,Private room,Ciudad de México,41.0,19.400308,-99.174308
12867765,Private room,Ciudad de México,16.0,19.423454,-99.152078
12491402,Private room,Ciudad de México,21.0,19.422594,-99.150587
9371118,Private room,Ciudad de México,14.0,19.404481,-99.180587
13815080,Private room,Ciudad de México,49.0,19.429822,-99.204338
5345090,Private room,Ciudad de México,15.0,19.422584,-99.146441
6453236,Private room,Ciudad de México,15.0,19.396921,-99.146496
5479331,Private room,Ciudad de México,41.0,19.409024,-99.174417
9769934,Private room,Ciudad de México,14.0,19.405467,-99.17981
11356565,Private room,Ciudad de México,36.0,19.413856,-99.171253
6778555,Private room,Escandón II Sección,28.0,19.403256,-99.175426
13126921,Private room,Mexico City,20.0,19.403218,-99.17452
4388360,Private room,Mexico City,14.0,19.405629,-99.170278
13753916,Private room,Mexico City,28.0,19.416206,-99.168753
375032,Private room,Mexico City,72.0,19.407463,-99.174816
13396933,Private room,Ciudad de México,21.0,19.40511,-99.180125
9027813,Private room,Ciudad de México,39.0,19.408519,-99.175575
7033195,Private room,México City,113.0,19.411051,-99.17204
1403168,Private room,Mexico City,29.0,19.404265,-99.179276
4896227,Private room,Ciudad de México,18.0,19.399598,-99.171606
11872924,Private room,Ciudad de México,16.0,19.402489,-99.178532
8648930,Private room,Ciudad de México,23.0,19.398657,-99.17496
14030463,Private room,Ciudad de México,21.0,19.407584,-99.171623
9689920,Private room,Ciudad de México,25.0,19.405874,-99.169814
9115665,Private room,Ciudad de México,31.0,19.402673,-99.175004
11980742,Private room,Ciudad de México,28.0,19.402069,-99.172456
11166069,Private room,Ciudad de México,18.0,19.399673,-99.172362
6272639,Private room,México,69.0,19.411468,-99.171496
5549972,Private room,Ciudad de México,34.0,19.411057,-99.170068
830457,Private room,Ciudad de México,27.0,19.401122,-99.180254
12364759,Private room,Ciudad de México,15.0,19.40766,-99.174789
127220,Private room,Ciudad de México,84.0,19.405235,-99.172719
6657150,Private room,Escandón II Sección,19.0,19.402771,-99.172952
13472732,Private room,Ciudad de México,34.0,19.415263,-99.166106
7196297,Private room,Ciudad de México,26.0,19.41382,-99.170295
14058154,Private room,Ciudad de México,32.0,19.413922,-99.16914
14140836,Private room,Ciudad de México,34.0,19.414976,-99.168703
8761062,Private room,Ciudad de México,50.0,19.403071,-99.174117
910000,Private room,Ciudad de México,47.0,19.413609,-99.169627
4264369,Private room,Mexico City,18.0,19.404344,-99.17596
